,uid,tid,trial_id,argpair_id,phenomenon,phenomenon_type,domain,arg1_premises,arg1_conclusion,arg2_premises,arg2_conclusion,human_rating,is_arg2_stronger,is_control,is_osherson,is_removed_participant
2426,60,tid_experiment1_21,tc46,"['Donkeys', 'Beavers', 'Beavers', 'Donkeys']",Asymmetry,Specific,Mammals,['Beavers'],Donkeys,['Donkeys'],Beavers,2,True,False,False,True
2427,60,tid_experiment1_21,tc47,"['Helicopters', 'Skateboards', 'Cars', 'Helicopters', 'Zeppelins', 'Cars']",Diversity (Specific),Specific,Vehicles,"['Helicopters', 'Skateboards']",Cars,"['Helicopters', 'Zeppelins']",Cars,2,False,False,False,True
2428,60,tid_experiment1_21,tc48,"['Mopeds', 'Motorbikes', 'Mopeds', 'Screwdrivers']",Similarity,Specific,Vehicles,['Mopeds'],Motorbikes,['Mopeds'],Screwdrivers,3,False,True,False,True
2429,60,tid_experiment1_21,tc49,"['Jeeps', 'Zeppelins', 'Zeppelins', 'Jeeps']",Asymmetry,Specific,Vehicles,['Jeeps'],Zeppelins,['Zeppelins'],Jeeps,3,False,False,False,True
2430,60,tid_experiment1_21,tc50,"['Sheep', 'Rabbits', 'Zebras', 'All mammals', 'Sheep', 'Rabbits', 'All mammals']",Monotonicity (General),General,Mammals,"['Sheep', 'Rabbits']",All mammals,"['Sheep', 'Rabbits', 'Zebras']",All mammals,2,True,False,False,True
2431,60,tid_experiment1_21,tc51,"['Sheep', 'Mice', 'Mice', 'Sheep']",Asymmetry,Specific,Mammals,['Sheep'],Mice,['Mice'],Sheep,3,False,False,False,True
2432,60,tid_experiment1_21,tc52,"['Horses', 'Deer', 'Camels', 'All mammals', 'Horses', 'Deer', 'All mammals']",Monotonicity (General),General,Mammals,"['Horses', 'Deer']",All mammals,"['Horses', 'Deer', 'Camels']",All mammals,2,True,False,False,True
2433,60,tid_experiment1_21,tc53,"['Chickens', 'Owls', 'Roosters', 'All birds', 'Chickens', 'Owls', 'All birds']",Monotonicity (General),General,Birds,"['Chickens', 'Owls', 'Roosters']",All birds,"['Chickens', 'Owls']",All birds,3,False,False,False,True
2434,60,tid_experiment1_21,tc54,"['Tigers', 'Mice', 'Cats', 'Tigers', 'Llamas', 'Cats']",Diversity (Specific),Specific,Mammals,"['Tigers', 'Llamas']",Cats,"['Tigers', 'Mice']",Cats,2,True,False,False,True
2435,60,tid_experiment1_21,tc55,"['Dogs', 'All mammals', 'Dogs', 'Squirrels']",Inclusion Fallacy,General,Mammals,['Dogs'],All mammals,['Dogs'],Squirrels,2,False,False,False,True
2436,60,tid_experiment1_21,tc56,"['Sparrows', 'Chickens', 'Chickens', 'Sparrows']",Asymmetry,Specific,Birds,['Chickens'],Sparrows,['Sparrows'],Chickens,3,True,False,False,True
2437,60,tid_experiment1_21,tc57,"['Canaries', 'Eagles', 'All birds', 'Canaries', 'Parrots', 'All birds']",Diversity (General),General,Birds,"['Canaries', 'Parrots']",All birds,"['Canaries', 'Eagles']",All birds,2,True,False,False,True
2438,60,tid_experiment1_21,tc58,"['Herons', 'Peacocks', 'All birds', 'Herons', 'Peacocks', 'All animals']",Specificity,General,Birds,"['Herons', 'Peacocks']",All birds,"['Herons', 'Peacocks']",All animals,4,False,False,False,True
2439,60,tid_experiment1_21,tc59,"['Donkeys', 'Hamsters', 'All mammals', 'Donkeys', 'Zebras', 'All mammals']",Diversity (General),General,Mammals,"['Donkeys', 'Zebras']",All mammals,"['Donkeys', 'Hamsters']",All mammals,2,True,False,False,True
2440,60,tid_experiment1_21,tc60,"['Sparrows', 'Penguins', 'All birds', 'Sparrows', 'Penguins', 'Horseflies', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Sparrows', 'Penguins', 'Horseflies']",All birds,"['Sparrows', 'Penguins']",All birds,1,True,False,False,True
2441,60,tid_experiment1_21,tc61,"['Bicycles', 'Submarines', 'All vehicles', 'Bicycles', 'Mopeds', 'All vehicles']",Diversity (General),General,Vehicles,"['Bicycles', 'Submarines']",All vehicles,"['Bicycles', 'Mopeds']",All vehicles,3,False,False,False,True
2442,60,tid_experiment1_21,tc62,"['Cows', 'Donkeys', 'All mammals', 'Cows', 'Donkeys', 'Dinosaurs', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Cows', 'Donkeys', 'Dinosaurs']",All mammals,"['Cows', 'Donkeys']",All mammals,3,True,False,False,True
2443,60,tid_experiment1_21,tc63,"['Robins', 'Chickens', 'Chickens', 'Robins']",Asymmetry,Specific,Birds,['Chickens'],Robins,['Robins'],Chickens,3,True,False,False,True
2444,60,tid_experiment1_21,tc64,"['Robins', 'Sparrows', 'Robins', 'Gorillas']",Similarity,Specific,Birds,['Robins'],Sparrows,['Robins'],Gorillas,2,False,True,False,True
2445,60,tid_experiment1_21,tc65,"['Ostriches', 'Ducks', 'Ostriches', 'Caterpillars', 'Ducks']",Nonmonotonicity (Specific),Mixed,Birds,"['Ostriches', 'Caterpillars']",Ducks,['Ostriches'],Ducks,3,True,False,False,True
2446,60,tid_experiment1_21,tc66,"['Robins', 'All birds', 'Chickens', 'All birds']",Typicality,General,Birds,['Chickens'],All birds,['Robins'],All birds,2,True,False,False,True
2447,60,tid_experiment1_21,tc67,"['Carriages', 'Submarines', 'Buses', 'Carriages', 'Sleds', 'Buses']",Diversity (Specific),Specific,Vehicles,"['Carriages', 'Sleds']",Buses,"['Carriages', 'Submarines']",Buses,3,True,False,False,True
2448,60,tid_experiment1_21,tc68,"['Cars', 'Airplanes', 'All vehicles', 'Cars', 'Airplanes', 'All things']",Specificity,General,Vehicles,"['Cars', 'Airplanes']",All vehicles,"['Cars', 'Airplanes']",All things,2,False,False,False,True
2449,60,tid_experiment1_21,tc69,"['Beavers', 'Bats', 'Donkeys', 'Beavers', 'Hamsters', 'Donkeys']",Diversity (Specific),Specific,Mammals,"['Beavers', 'Hamsters']",Donkeys,"['Beavers', 'Bats']",Donkeys,3,True,False,False,True
2450,47,tid_experiment1_22,tc0,"['Peacocks', 'Sparrows', 'All birds', 'Peacocks', 'Sparrows', 'All animals']",Specificity,General,Birds,"['Peacocks', 'Sparrows']",All animals,"['Peacocks', 'Sparrows']",All birds,5,True,False,False,False
2451,47,tid_experiment1_22,tc1,"['Bicycles', 'Zeppelins', 'All vehicles', 'Bicycles', 'Mopeds', 'All vehicles']",Diversity (General),General,Vehicles,"['Bicycles', 'Mopeds']",All vehicles,"['Bicycles', 'Zeppelins']",All vehicles,5,True,False,False,False
2452,47,tid_experiment1_22,tc2,"['Pigs', 'Deer', 'Giraffes', 'All mammals', 'Pigs', 'Deer', 'All mammals']",Monotonicity (General),General,Mammals,"['Pigs', 'Deer', 'Giraffes']",All mammals,"['Pigs', 'Deer']",All mammals,0,False,False,False,False
2453,47,tid_experiment1_22,tc3,"['Bicycles', 'Caravans', 'All vehicles', 'Bicycles', 'Caravans', 'Drills', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Bicycles', 'Caravans', 'Drills']",All vehicles,"['Bicycles', 'Caravans']",All vehicles,3,True,False,False,False
2454,47,tid_experiment1_22,tc4,"['Lions', 'Giraffes', 'Rabbits', 'Lions', 'Tigers', 'Rabbits']",Diversity (Specific),Specific,Mammals,"['Lions', 'Giraffes']",Rabbits,"['Lions', 'Tigers']",Rabbits,1,False,False,True,False
2455,47,tid_experiment1_22,tc5,"['Peacocks', 'Penguins', 'Storks', 'Peacocks', 'Chickens', 'Storks']",Diversity (Specific),Specific,Birds,"['Peacocks', 'Chickens']",Storks,"['Peacocks', 'Penguins']",Storks,2,True,False,False,False
2456,47,tid_experiment1_22,tc6,"['Robins', 'All birds', 'Robins', 'Ostriches']",Inclusion Fallacy,General,Birds,['Robins'],All birds,['Robins'],Ostriches,3,False,False,True,False
2457,47,tid_experiment1_22,tc7,"['Jeeps', 'All vehicles', 'Skateboards', 'All vehicles']",Typicality,General,Vehicles,['Skateboards'],All vehicles,['Jeeps'],All vehicles,4,True,False,False,False
2458,47,tid_experiment1_22,tc8,"['Canaries', 'Crows', 'Canaries', 'Mosquitoes', 'Crows']",Nonmonotonicity (Specific),Mixed,Birds,"['Canaries', 'Mosquitoes']",Crows,['Canaries'],Crows,2,True,False,False,False
2459,47,tid_experiment1_22,tc9,"['Squirrels', 'Tigers', 'All mammals', 'Squirrels', 'Tigers', 'Salamanders', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Squirrels', 'Tigers', 'Salamanders']",All mammals,"['Squirrels', 'Tigers']",All mammals,5,True,False,False,False
2460,47,tid_experiment1_22,tc10,"['Sleds', 'Zeppelins', 'Sleds', 'Wheelbarrows', 'Zeppelins']",Nonmonotonicity (Specific),Mixed,Vehicles,"['Sleds', 'Wheelbarrows']",Zeppelins,['Sleds'],Zeppelins,4,True,False,False,False
2461,47,tid_experiment1_22,tc11,"['Zebras', 'Deer', 'Hedgehogs', 'Deer']",Similarity,Specific,Mammals,['Zebras'],Deer,['Hedgehogs'],Deer,2,False,False,False,False
2462,47,tid_experiment1_22,tc12,"['Ostriches', 'Vultures', 'Chickens', 'Vultures']",Similarity,Specific,Birds,['Ostriches'],Vultures,['Chickens'],Vultures,3,False,False,False,False
2463,47,tid_experiment1_22,tc13,"['Bluejays', 'Falcons', 'All birds', 'Bluejays', 'Falcons', 'All animals']",Specificity,General,Birds,"['Bluejays', 'Falcons']",All animals,"['Bluejays', 'Falcons']",All birds,5,True,False,True,False
2464,47,tid_experiment1_22,tc14,"['Llamas', 'Giraffes', 'All mammals', 'Llamas', 'Giraffes', 'All animals']",Specificity,General,Mammals,"['Llamas', 'Giraffes']",All animals,"['Llamas', 'Giraffes']",All mammals,5,True,False,False,False
2465,47,tid_experiment1_22,tc15,"['Robins', 'All birds', 'Penguins', 'All birds']",Typicality,General,Birds,['Robins'],All birds,['Penguins'],All birds,2,False,False,True,False
2466,47,tid_experiment1_22,tc16,"['Hippos', 'Rhinos', 'Hippos', 'Chickens']",Similarity,Specific,Mammals,['Hippos'],Rhinos,['Hippos'],Chickens,0,False,True,False,False
2467,47,tid_experiment1_22,tc17,"['Trucks', 'All vehicles', 'Trucks', 'Zeppelins']",Inclusion Fallacy,General,Vehicles,['Trucks'],All vehicles,['Trucks'],Zeppelins,3,False,False,False,False
2468,47,tid_experiment1_22,tc18,"['Vans', 'All vehicles', 'Rockets', 'All vehicles']",Typicality,General,Vehicles,['Vans'],All vehicles,['Rockets'],All vehicles,0,False,False,False,False
2469,47,tid_experiment1_22,tc19,"['Carriages', 'Submarines', 'All vehicles', 'Carriages', 'Sleds', 'All vehicles']",Diversity (General),General,Vehicles,"['Carriages', 'Sleds']",All vehicles,"['Carriages', 'Submarines']",All vehicles,4,True,False,False,False
2470,47,tid_experiment1_22,tc20,"['Ducks', 'Vultures', 'Seagulls', 'Ducks', 'Turkeys', 'Seagulls']",Diversity (Specific),Specific,Birds,"['Ducks', 'Vultures']",Seagulls,"['Ducks', 'Turkeys']",Seagulls,2,False,False,False,False
2471,47,tid_experiment1_22,tc21,"['Hippos', 'Hamsters', 'All mammals', 'Hippos', 'Rhinoceroses', 'All mammals']",Diversity (General),General,Mammals,"['Hippos', 'Hamsters']",All mammals,"['Hippos', 'Rhinoceroses']",All mammals,0,False,False,True,False
2472,47,tid_experiment1_22,tc22,"['Mice', 'Bats', 'Bats', 'Mice']",Asymmetry,Specific,Mammals,['Bats'],Mice,['Mice'],Bats,2,True,False,True,False
2473,47,tid_experiment1_22,tc23,"['Sleds', 'Submarines', 'All vehicles', 'Sleds', 'Submarines', 'All things']",Specificity,General,Vehicles,"['Sleds', 'Submarines']",All things,"['Sleds', 'Submarines']",All vehicles,5,True,False,False,False
2474,47,tid_experiment1_22,tc24,"['Hawks', 'Sparrows', 'Eagles', 'All birds', 'Sparrows', 'Eagles', 'All birds']",Monotonicity (General),General,Birds,"['Sparrows', 'Eagles']",All birds,"['Hawks', 'Sparrows', 'Eagles']",All birds,5,True,False,True,False
2475,47,tid_experiment1_22,tc25,"['Lions', 'All mammals', 'Lions', 'Beavers']",Inclusion Fallacy,General,Mammals,['Lions'],All mammals,['Lions'],Beavers,3,False,False,False,False
2476,47,tid_experiment1_22,tc26,"['Squirrels', 'Rabbits', 'Elephants', 'Rabbits']",Similarity,Specific,Mammals,['Squirrels'],Rabbits,['Elephants'],Rabbits,2,False,False,False,False
2477,47,tid_experiment1_22,tc27,"['Hamsters', 'Sheep', 'Bats', 'All mammals', 'Hamsters', 'Sheep', 'All mammals']",Monotonicity (General),General,Mammals,"['Hamsters', 'Sheep', 'Bats']",All mammals,"['Hamsters', 'Sheep']",All mammals,1,False,False,False,False
2478,47,tid_experiment1_22,tc28,"['Trucks', 'Taxis', 'All vehicles', 'Trucks', 'Taxis', 'All things']",Specificity,General,Vehicles,"['Trucks', 'Taxis']",All vehicles,"['Trucks', 'Taxis']",All things,0,False,False,False,False
2479,47,tid_experiment1_22,tc29,"['Herons', 'Turkeys', 'All birds', 'Herons', 'Turkeys', 'Mosquitoes', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Herons', 'Turkeys']",All birds,"['Herons', 'Turkeys', 'Mosquitoes']",All birds,0,False,False,False,False
2480,47,tid_experiment1_22,tc30,"['Canaries', 'Storks', 'All birds', 'Canaries', 'Parrots', 'All birds']",Diversity (General),General,Birds,"['Canaries', 'Storks']",All birds,"['Canaries', 'Parrots']",All birds,2,False,False,False,False
2481,47,tid_experiment1_22,tc31,"['Buses', 'Tractors', 'Tractors', 'Buses']",Asymmetry,Specific,Vehicles,['Tractors'],Buses,['Buses'],Tractors,3,True,False,False,False
2482,47,tid_experiment1_22,tc32,"['Lions', 'Tigers', 'Lions', 'Penguins']",Similarity,Specific,Mammals,['Lions'],Tigers,['Lions'],Penguins,1,False,True,False,False
2483,47,tid_experiment1_22,tc33,"['Skateboards', 'Carts', 'Skateboards', 'Levels', 'Carts']",Nonmonotonicity (Specific),Mixed,Vehicles,['Skateboards'],Carts,"['Skateboards', 'Levels']",Carts,1,False,False,False,False
2484,47,tid_experiment1_22,tc34,"['Crows', 'Swallows', 'Turkeys', 'Seagulls', 'Crows', 'Swallows', 'Seagulls']",Monotonicity (Specific),Specific,Birds,"['Crows', 'Swallows', 'Turkeys']",Seagulls,"['Crows', 'Swallows']",Seagulls,0,False,False,False,False
2485,47,tid_experiment1_22,tc35,"['Doves', 'All birds', 'Chickens', 'All birds']",Typicality,General,Birds,['Doves'],All birds,['Chickens'],All birds,3,False,False,False,False
2486,47,tid_experiment1_22,tc36,"['Rabbits', 'Cows', 'All mammals', 'Rabbits', 'Cows', 'All animals']",Specificity,General,Mammals,"['Rabbits', 'Cows']",All mammals,"['Rabbits', 'Cows']",All animals,0,False,False,False,False
2487,47,tid_experiment1_22,tc37,"['Donkeys', 'Sheep', 'Donkeys', 'Chameleons', 'Sheep']",Nonmonotonicity (Specific),Mixed,Mammals,['Donkeys'],Sheep,"['Donkeys', 'Chameleons']",Sheep,3,False,False,False,False
2488,47,tid_experiment1_22,tc38,"['Magpies', 'Ducks', 'Peacocks', 'All birds', 'Magpies', 'Ducks', 'All birds']",Monotonicity (General),General,Birds,"['Magpies', 'Ducks', 'Peacocks']",All birds,"['Magpies', 'Ducks']",All birds,0,False,False,False,False
2489,47,tid_experiment1_22,tc39,"['Lions', 'Squirrels', 'All mammals', 'Lions', 'Zebras', 'All mammals']",Diversity (General),General,Mammals,"['Lions', 'Squirrels']",All mammals,"['Lions', 'Zebras']",All mammals,2,False,False,False,False
2490,47,tid_experiment1_22,tc40,"['Zebras', 'Llamas', 'Hedgehogs', 'Elephants', 'Zebras', 'Llamas', 'Elephants']",Monotonicity (Specific),Specific,Mammals,"['Zebras', 'Llamas']",Elephants,"['Zebras', 'Llamas', 'Hedgehogs']",Elephants,3,True,False,False,False
2491,47,tid_experiment1_22,tc41,"['Doves', 'Ostriches', 'All birds', 'Doves', 'Chickens', 'All birds']",Diversity (General),General,Birds,"['Doves', 'Chickens']",All birds,"['Doves', 'Ostriches']",All birds,3,True,False,False,False
2492,47,tid_experiment1_22,tc42,"['Lions', 'Rhinos', 'Rhinos', 'Lions']",Asymmetry,Specific,Mammals,['Rhinos'],Lions,['Lions'],Rhinos,2,True,False,False,False
2493,47,tid_experiment1_22,tc43,"['Cats', 'All mammals', 'Beavers', 'All mammals']",Typicality,General,Mammals,['Cats'],All mammals,['Beavers'],All mammals,2,False,False,False,False
2494,47,tid_experiment1_22,tc44,"['Eagles', 'Storks', 'Storks', 'Eagles']",Asymmetry,Specific,Birds,['Storks'],Eagles,['Eagles'],Storks,2,True,False,False,False
2495,47,tid_experiment1_22,tc45,"['Boats', 'Buses', 'Submarines', 'Sleds', 'Boats', 'Buses', 'Sleds']",Monotonicity (Specific),Specific,Vehicles,"['Boats', 'Buses', 'Submarines']",Sleds,"['Boats', 'Buses']",Sleds,0,False,False,False,False
2496,47,tid_experiment1_22,tc46,"['Blackbirds', 'Storks', 'Storks', 'Blackbirds']",Asymmetry,Specific,Birds,['Storks'],Blackbirds,['Blackbirds'],Storks,2,True,False,False,False
2497,47,tid_experiment1_22,tc47,"['Skateboards', 'Caravans', 'All vehicles', 'Skateboards', 'Caravans', 'Nails', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Skateboards', 'Caravans']",All vehicles,"['Skateboards', 'Caravans', 'Nails']",All vehicles,0,False,False,False,False
2498,47,tid_experiment1_22,tc48,"['Mopeds', 'Motorbikes', 'Mopeds', 'Screwdrivers']",Similarity,Specific,Vehicles,['Mopeds'],Motorbikes,['Mopeds'],Screwdrivers,0,False,True,False,False
2499,47,tid_experiment1_22,tc49,"['Horses', 'Rabbits', 'All mammals', 'Horses', 'Rabbits', 'Crocodiles', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Horses', 'Rabbits', 'Crocodiles']",All mammals,"['Horses', 'Rabbits']",All mammals,5,True,False,False,False
2500,47,tid_experiment1_22,tc50,"['Taxis', 'Hovercraft', 'Skateboards', 'All vehicles', 'Taxis', 'Hovercraft', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Taxis', 'Hovercraft']",All vehicles,"['Taxis', 'Hovercraft', 'Skateboards']",All vehicles,3,True,False,False,False
2501,47,tid_experiment1_22,tc51,"['Helicopters', 'Boats', 'Mopeds', 'Helicopters', 'Airplanes', 'Mopeds']",Diversity (Specific),Specific,Vehicles,"['Helicopters', 'Boats']",Mopeds,"['Helicopters', 'Airplanes']",Mopeds,1,False,False,False,False
2502,47,tid_experiment1_22,tc52,"['Foxes', 'Pigs', 'Wolves', 'Gorillas', 'Pigs', 'Wolves', 'Gorillas']",Monotonicity (Specific),Specific,Mammals,"['Pigs', 'Wolves']",Gorillas,"['Foxes', 'Pigs', 'Wolves']",Gorillas,4,True,False,True,False
2503,47,tid_experiment1_22,tc53,"['Beavers', 'Giraffes', 'Beavers', 'Lizards', 'Giraffes']",Nonmonotonicity (Specific),Mixed,Mammals,"['Beavers', 'Lizards']",Giraffes,['Beavers'],Giraffes,3,True,False,False,False
2504,47,tid_experiment1_22,tc54,"['Hovercraft', 'Boats', 'Sleds', 'Boats']",Similarity,Specific,Vehicles,['Sleds'],Boats,['Hovercraft'],Boats,3,True,False,False,False
2505,47,tid_experiment1_22,tc55,"['Helicopters', 'Skateboards', 'Jeeps', 'Helicopters', 'Zeppelins', 'Jeeps']",Diversity (Specific),Specific,Vehicles,"['Helicopters', 'Skateboards']",Jeeps,"['Helicopters', 'Zeppelins']",Jeeps,4,False,False,False,False
2506,47,tid_experiment1_22,tc56,"['Crows', 'Peacocks', 'All birds', 'Crows', 'Peacocks', 'Rabbits', 'All birds']",Nonmonotonicity (General),Mixed,Birds,"['Crows', 'Peacocks', 'Rabbits']",All birds,"['Crows', 'Peacocks']",All birds,5,True,False,True,False
2507,47,tid_experiment1_22,tc57,"['Canaries', 'All birds', 'Canaries', 'Chickens']",Inclusion Fallacy,General,Birds,['Canaries'],All birds,['Canaries'],Chickens,4,False,False,False,False
2508,47,tid_experiment1_22,tc58,"['Mopeds', 'Bicycles', 'Airplanes', 'Bicycles']",Similarity,Specific,Vehicles,['Mopeds'],Bicycles,['Airplanes'],Bicycles,0,False,False,False,False
2509,47,tid_experiment1_22,tc59,"['Taxis', 'All vehicles', 'Taxis', 'Rockets']",Inclusion Fallacy,General,Vehicles,['Taxis'],Rockets,['Taxis'],All vehicles,4,True,False,False,False
2510,47,tid_experiment1_22,tc60,"['Swans', 'Canaries', 'Swans', 'Crickets', 'Canaries']",Nonmonotonicity (Specific),Mixed,Birds,['Swans'],Canaries,"['Swans', 'Crickets']",Canaries,1,False,False,False,False
2511,47,tid_experiment1_22,tc61,"['Falcons', 'Swans', 'Ostriches', 'Robins', 'Falcons', 'Swans', 'Robins']",Monotonicity (Specific),Specific,Birds,"['Falcons', 'Swans', 'Ostriches']",Robins,"['Falcons', 'Swans']",Robins,1,False,False,False,False
2512,47,tid_experiment1_22,tc62,"['Donkeys', 'All mammals', 'Donkeys', 'Camels']",Inclusion Fallacy,General,Mammals,['Donkeys'],All mammals,['Donkeys'],Camels,3,False,False,False,False
2513,47,tid_experiment1_22,tc63,"['Motorbikes', 'Carts', 'Hovercraft', 'Buses', 'Motorbikes', 'Carts', 'Buses']",Monotonicity (Specific),Specific,Vehicles,"['Motorbikes', 'Carts', 'Hovercraft']",Buses,"['Motorbikes', 'Carts']",Buses,1,False,False,False,False
2514,47,tid_experiment1_22,tc64,"['Robins', 'Sparrows', 'Robins', 'Gorillas']",Similarity,Specific,Birds,['Robins'],Sparrows,['Robins'],Gorillas,0,False,True,False,False
2515,47,tid_experiment1_22,tc65,"['Giraffes', 'Bats', 'Rabbits', 'Giraffes', 'Camels', 'Rabbits']",Diversity (Specific),Specific,Mammals,"['Giraffes', 'Camels']",Rabbits,"['Giraffes', 'Bats']",Rabbits,4,True,False,False,False
2516,47,tid_experiment1_22,tc66,"['Robins', 'Bluejays', 'Sparrows', 'Robins', 'Bluejays', 'Geese']",Similarity,Specific,Birds,"['Robins', 'Bluejays']",Sparrows,"['Robins', 'Bluejays']",Geese,2,False,False,True,False
2517,47,tid_experiment1_22,tc67,"['Lions', 'All mammals', 'Camels', 'All mammals']",Typicality,General,Mammals,['Camels'],All mammals,['Lions'],All mammals,2,True,False,False,False
2518,47,tid_experiment1_22,tc68,"['Carts', 'Trucks', 'Rockets', 'All vehicles', 'Carts', 'Trucks', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Carts', 'Trucks']",All vehicles,"['Carts', 'Trucks', 'Rockets']",All vehicles,3,True,False,False,False
2519,47,tid_experiment1_22,tc69,"['Jeeps', 'Hovercraft', 'Hovercraft', 'Jeeps']",Asymmetry,Specific,Vehicles,['Jeeps'],Hovercraft,['Hovercraft'],Jeeps,3,False,False,False,False
2520,32,tid_experiment1_23,tc0,"['Elephants', 'Rabbits', 'All mammals', 'Elephants', 'Rabbits', 'Cobras', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Elephants', 'Rabbits', 'Cobras']",All mammals,"['Elephants', 'Rabbits']",All mammals,4,True,False,False,False
2521,32,tid_experiment1_23,tc1,"['Crows', 'Swans', 'Robins', 'Crows', 'Vultures', 'Robins']",Diversity (Specific),Specific,Birds,"['Crows', 'Swans']",Robins,"['Crows', 'Vultures']",Robins,2,False,False,False,False
2522,32,tid_experiment1_23,tc2,"['Jeeps', 'Skateboards', 'All vehicles', 'Jeeps', 'Skateboards', 'All things']",Specificity,General,Vehicles,"['Jeeps', 'Skateboards']",All things,"['Jeeps', 'Skateboards']",All vehicles,4,True,False,False,False
2523,32,tid_experiment1_23,tc3,"['Horses', 'All mammals', 'Hedgehogs', 'All mammals']",Typicality,General,Mammals,['Hedgehogs'],All mammals,['Horses'],All mammals,3,True,False,False,False
2524,32,tid_experiment1_23,tc4,"['Elephants', 'Deer', 'All mammals', 'Elephants', 'Deer', 'Cobras', 'All mammals']",Nonmonotonicity (General),Mixed,Mammals,"['Elephants', 'Deer', 'Cobras']",All mammals,"['Elephants', 'Deer']",All mammals,4,True,False,False,False
2525,32,tid_experiment1_23,tc5,"['Helicopters', 'Boats', 'Trams', 'Helicopters', 'Zeppelins', 'Trams']",Diversity (Specific),Specific,Vehicles,"['Helicopters', 'Boats']",Trams,"['Helicopters', 'Zeppelins']",Trams,2,False,False,False,False
2526,32,tid_experiment1_23,tc6,"['Donkeys', 'All mammals', 'Donkeys', 'Llamas']",Inclusion Fallacy,General,Mammals,['Donkeys'],Llamas,['Donkeys'],All mammals,4,True,False,False,False
2527,32,tid_experiment1_23,tc7,"['Llamas', 'Hedgehogs', 'All mammals', 'Llamas', 'Camels', 'All mammals']",Diversity (General),General,Mammals,"['Llamas', 'Camels']",All mammals,"['Llamas', 'Hedgehogs']",All mammals,4,True,False,False,False
2528,32,tid_experiment1_23,tc8,"['Cars', 'All vehicles', 'Rockets', 'All vehicles']",Typicality,General,Vehicles,['Rockets'],All vehicles,['Cars'],All vehicles,2,True,False,False,False
2529,32,tid_experiment1_23,tc9,"['Sleds', 'Cars', 'All vehicles', 'Sleds', 'Cars', 'Wrenches', 'All vehicles']",Nonmonotonicity (General),Mixed,Vehicles,"['Sleds', 'Cars']",All vehicles,"['Sleds', 'Cars', 'Wrenches']",All vehicles,1,False,False,False,False
2530,32,tid_experiment1_23,tc10,"['Boats', 'Cars', 'Sleds', 'Vans', 'Boats', 'Cars', 'Vans']",Monotonicity (Specific),Specific,Vehicles,"['Boats', 'Cars', 'Sleds']",Vans,"['Boats', 'Cars']",Vans,4,False,False,False,False
2531,32,tid_experiment1_23,tc11,"['Rabbits', 'Elephants', 'Pigs', 'Rabbits', 'Hamsters', 'Pigs']",Diversity (Specific),Specific,Mammals,"['Rabbits', 'Hamsters']",Pigs,"['Rabbits', 'Elephants']",Pigs,2,True,False,False,False
2532,32,tid_experiment1_23,tc12,"['Jeeps', 'Bicycles', 'Carriages', 'All vehicles', 'Jeeps', 'Bicycles', 'All vehicles']",Monotonicity (General),General,Vehicles,"['Jeeps', 'Bicycles', 'Carriages']",All vehicles,"['Jeeps', 'Bicycles']",All vehicles,1,False,False,False,False
2533,32,tid_experiment1_23,tc13,"['Crows', 'All birds', 'Chickens', 'All birds']",Typicality,General,Birds,['Crows'],All birds,['Chickens'],All birds,2,False,False,False,False
2534,32,tid_experiment1_23,tc14,"['Peacocks', 'Canaries', 'All birds', 'Peacocks', 'Canaries', 'All animals']",Specificity,General,Birds,"['Peacocks', 'Canaries']",All birds,"['Peacocks', 'Canaries']",All animals,1,False,False,False,False
2535,32,tid_experiment1_23,tc15,"['Jeeps', 'Rockets', 'All vehicles', 'Jeeps', 'Taxis', 'All vehicles']",Diversity (General),General,Vehicles,"['Jeeps', 'Taxis']",All vehicles,"['Jeeps', 'Rockets']",All vehicles,4,True,False,False,False
2536,32,tid_experiment1_23,tc16,"['Hippos', 'Rhinos', 'Hippos', 'Chickens']",Similarity,Specific,Mammals,['Hippos'],Rhinos,['Hippos'],Chickens,1,False,True,False,False
2537,32,tid_experiment1_23,tc17,"['Trucks', 'All vehicles', 'Trucks', 'Rockets']",Inclusion Fallacy,General,Vehicles,['Trucks'],Rockets,['Trucks'],All vehicles,2,True,False,False,False
2538,32,tid_experiment1_23,tc18,"['Tigers', 'Kangaroos', 'Tigers', 'All mammals']",Inclusion Fallacy,General,Mammals,['Tigers'],All mammals,['Tigers'],Kangaroos,3,True,False,False,False
2539,32,tid_experiment1_23,tc19,"['Pigs', 'Rhinos', 'Bats', 'Deer', 'Pigs', 'Rhinos', 'Deer']",Monotonicity (Specific),Specific,Mammals,"['Pigs', 'Rhinos']",Deer,"['Pigs', 'Rhinos', 'Bats']",Deer,2,True,False,False,False
