,prompt_type,valid_prompt_completions,argpair_id,p1,p2,c1,c2,domain,prompt,is_flipped
143,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Camels', 'Tigers', 'Beavers', 'All mammals', 'Camels', 'Tigers', 'All mammals']","['Camels', 'Tigers']","['Camels', 'Tigers', 'Beavers']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Camels have property P.
Fact - Tigers have property P.
Claim - All mammals have property P.

Argument B:
Fact - Camels have property P.
Fact - Tigers have property P.
Fact - Beavers have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
144,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Camels', 'Zebras', 'Hedgehogs', 'All mammals', 'Camels', 'Zebras', 'All mammals']","['Camels', 'Zebras', 'Hedgehogs']","['Camels', 'Zebras']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Camels have property P.
Fact - Zebras have property P.
Fact - Hedgehogs have property P.
Claim - All mammals have property P.

Argument B:
Fact - Camels have property P.
Fact - Zebras have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
145,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Camels', 'Zebras', 'Hedgehogs', 'All mammals', 'Camels', 'Zebras', 'All mammals']","['Camels', 'Zebras']","['Camels', 'Zebras', 'Hedgehogs']",All mammals,All mammals,Mammals,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Camels have property P.
Fact - Zebras have property P.
Claim - All mammals have property P.

Argument B:
Fact - Camels have property P.
Fact - Zebras have property P.
Fact - Hedgehogs have property P.
Claim - All mammals have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
146,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'All birds', 'Canaries', 'Chickens']",['Canaries'],['Canaries'],All birds,Chickens,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Claim - Chickens have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
147,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'All birds', 'Canaries', 'Chickens']",['Canaries'],['Canaries'],Chickens,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Claim - Chickens have property P.

Argument B:
Fact - Canaries have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
148,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'All birds', 'Canaries', 'Ducks']",['Canaries'],['Canaries'],All birds,Ducks,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Claim - Ducks have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
149,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'All birds', 'Canaries', 'Ducks']",['Canaries'],['Canaries'],Ducks,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Claim - Ducks have property P.

Argument B:
Fact - Canaries have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
150,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'All birds', 'Canaries', 'Swans']",['Canaries'],['Canaries'],All birds,Swans,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Claim - Swans have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
151,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'All birds', 'Canaries', 'Swans']",['Canaries'],['Canaries'],Swans,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Claim - Swans have property P.

Argument B:
Fact - Canaries have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
152,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Blackbirds', 'Herons', 'Blackbirds']",['Canaries'],['Herons'],Blackbirds,Blackbirds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Claim - Blackbirds have property P.

Argument B:
Fact - Herons have property P.
Claim - Blackbirds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
153,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Blackbirds', 'Herons', 'Blackbirds']",['Herons'],['Canaries'],Blackbirds,Blackbirds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Herons have property P.
Claim - Blackbirds have property P.

Argument B:
Fact - Canaries have property P.
Claim - Blackbirds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
154,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Crows', 'Canaries', 'Mosquitoes', 'Crows']",['Canaries'],"['Canaries', 'Mosquitoes']",Crows,Crows,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Claim - Crows have property P.

Argument B:
Fact - Canaries have property P.
Fact - Mosquitoes have property P.
Claim - Crows have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
155,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Crows', 'Canaries', 'Mosquitoes', 'Crows']","['Canaries', 'Mosquitoes']",['Canaries'],Crows,Crows,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Mosquitoes have property P.
Claim - Crows have property P.

Argument B:
Fact - Canaries have property P.
Claim - Crows have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
156,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Ducks', 'Turkeys', 'All birds', 'Canaries', 'Ducks', 'All birds']","['Canaries', 'Ducks', 'Turkeys']","['Canaries', 'Ducks']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Ducks have property P.
Fact - Turkeys have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Ducks have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
157,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Ducks', 'Turkeys', 'All birds', 'Canaries', 'Ducks', 'All birds']","['Canaries', 'Ducks']","['Canaries', 'Ducks', 'Turkeys']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Ducks have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Ducks have property P.
Fact - Turkeys have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
158,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Eagles', 'All birds', 'Canaries', 'Parrots', 'All birds']","['Canaries', 'Eagles']","['Canaries', 'Parrots']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Eagles have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Parrots have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
159,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Eagles', 'All birds', 'Canaries', 'Parrots', 'All birds']","['Canaries', 'Parrots']","['Canaries', 'Eagles']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Parrots have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Eagles have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
160,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Magpies', 'All birds', 'Canaries', 'Magpies', 'Ladybugs', 'All birds']","['Canaries', 'Magpies']","['Canaries', 'Magpies', 'Ladybugs']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Magpies have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Magpies have property P.
Fact - Ladybugs have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
161,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Magpies', 'All birds', 'Canaries', 'Magpies', 'Ladybugs', 'All birds']","['Canaries', 'Magpies', 'Ladybugs']","['Canaries', 'Magpies']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Magpies have property P.
Fact - Ladybugs have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Magpies have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
162,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Ostriches', 'All birds', 'Canaries', 'Parrots', 'All birds']","['Canaries', 'Ostriches']","['Canaries', 'Parrots']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Ostriches have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Parrots have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
163,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Ostriches', 'All birds', 'Canaries', 'Parrots', 'All birds']","['Canaries', 'Parrots']","['Canaries', 'Ostriches']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Parrots have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Ostriches have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
164,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Storks', 'All birds', 'Canaries', 'Parrots', 'All birds']","['Canaries', 'Storks']","['Canaries', 'Parrots']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Storks have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Parrots have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
165,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Storks', 'All birds', 'Canaries', 'Parrots', 'All birds']","['Canaries', 'Parrots']","['Canaries', 'Storks']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Parrots have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Storks have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
166,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Storks', 'Peacocks', 'All birds', 'Canaries', 'Storks', 'All birds']","['Canaries', 'Storks', 'Peacocks']","['Canaries', 'Storks']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Storks have property P.
Fact - Peacocks have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Storks have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
167,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Storks', 'Peacocks', 'All birds', 'Canaries', 'Storks', 'All birds']","['Canaries', 'Storks']","['Canaries', 'Storks', 'Peacocks']",All birds,All birds,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Fact - Storks have property P.
Claim - All birds have property P.

Argument B:
Fact - Canaries have property P.
Fact - Storks have property P.
Fact - Peacocks have property P.
Claim - All birds have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
168,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Turkeys', 'Turkeys', 'Canaries']",['Canaries'],['Turkeys'],Turkeys,Canaries,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Canaries have property P.
Claim - Turkeys have property P.

Argument B:
Fact - Turkeys have property P.
Claim - Canaries have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
169,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Canaries', 'Turkeys', 'Turkeys', 'Canaries']",['Turkeys'],['Canaries'],Canaries,Turkeys,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Turkeys have property P.
Claim - Canaries have property P.

Argument B:
Fact - Canaries have property P.
Claim - Turkeys have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
170,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Airplanes', 'Buses', 'Caravans', 'Carriages', 'Buses']","['Caravans', 'Airplanes']","['Caravans', 'Carriages']",Buses,Buses,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Airplanes have property P.
Claim - Buses have property P.

Argument B:
Fact - Caravans have property P.
Fact - Carriages have property P.
Claim - Buses have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
171,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Airplanes', 'Buses', 'Caravans', 'Carriages', 'Buses']","['Caravans', 'Carriages']","['Caravans', 'Airplanes']",Buses,Buses,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Carriages have property P.
Claim - Buses have property P.

Argument B:
Fact - Caravans have property P.
Fact - Airplanes have property P.
Claim - Buses have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
172,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Airplanes', 'Rockets', 'Jeeps', 'Caravans', 'Airplanes', 'Jeeps']","['Caravans', 'Airplanes', 'Rockets']","['Caravans', 'Airplanes']",Jeeps,Jeeps,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Airplanes have property P.
Fact - Rockets have property P.
Claim - Jeeps have property P.

Argument B:
Fact - Caravans have property P.
Fact - Airplanes have property P.
Claim - Jeeps have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
173,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Airplanes', 'Rockets', 'Jeeps', 'Caravans', 'Airplanes', 'Jeeps']","['Caravans', 'Airplanes']","['Caravans', 'Airplanes', 'Rockets']",Jeeps,Jeeps,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Airplanes have property P.
Claim - Jeeps have property P.

Argument B:
Fact - Caravans have property P.
Fact - Airplanes have property P.
Fact - Rockets have property P.
Claim - Jeeps have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
174,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Bicycles', 'All vehicles', 'Caravans', 'Bicycles', 'All things']","['Caravans', 'Bicycles']","['Caravans', 'Bicycles']",All vehicles,All things,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - All things have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
175,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Bicycles', 'All vehicles', 'Caravans', 'Bicycles', 'All things']","['Caravans', 'Bicycles']","['Caravans', 'Bicycles']",All things,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - All things have property P.

Argument B:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True
176,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Bicycles', 'Rockets', 'All vehicles', 'Caravans', 'Bicycles', 'All vehicles']","['Caravans', 'Bicycles', 'Rockets']","['Caravans', 'Bicycles']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Fact - Rockets have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False
