,argument_id,response
561,"(('Lions',), 'Hedgehogs')",40
562,"(('Lions',), 'Hippos')",40
563,"(('Lions',), 'Rhinos')",40
564,"(('Lions',), 'Squirrels')",40
565,"(('Llamas', 'Beavers'), 'Hamsters')",50
566,"(('Llamas', 'Camels'), 'All mammals')",35
567,"(('Llamas', 'Dogs'), 'All mammals')",40
568,"(('Llamas', 'Donkeys'), 'Horses')",70
569,"(('Llamas', 'Hamsters'), 'Giraffes')",50
570,"(('Llamas', 'Lions'), 'All mammals')",40
571,"(('Llamas', 'Lions'), 'Cats')",60
572,"(('Llamas', 'Squirrels'), 'All mammals')",40
573,"(('Llamas', 'Zebras'), 'Giraffes')",50
574,"(('Llamas',), 'All mammals')",30
575,"(('Llamas',), 'Cats')",40
576,"(('Llamas',), 'Dogs')",50
577,"(('Llamas',), 'Giraffes')",60
578,"(('Llamas',), 'Hamsters')",40
579,"(('Llamas',), 'Horses')",70
580,"(('Llamas',), 'Squirrels')",40
581,"(('Llamas',), 'Tigers')",50
582,"(('Llamas',), 'Zebras')",50
583,"(('Magpies', 'Chickens'), 'Turkeys')",70
584,"(('Magpies', 'Crows'), 'Swans')",40
585,"(('Magpies', 'Ducks'), 'All birds')",40
586,"(('Magpies', 'Herons'), 'All birds')",35
587,"(('Magpies', 'Pelicans'), 'All birds')",35
588,"(('Magpies', 'Roosters'), 'Chickens')",75
589,"(('Magpies', 'Seagulls'), 'Falcons')",70
590,"(('Magpies',), 'All birds')",30
591,"(('Magpies',), 'Blackbirds')",70
592,"(('Magpies',), 'Chickens')",60
593,"(('Magpies',), 'Crows')",75
594,"(('Magpies',), 'Ducks')",60
595,"(('Magpies',), 'Falcons')",70
596,"(('Magpies',), 'Storks')",60
597,"(('Magpies',), 'Swans')",60
598,"(('Magpies',), 'Turkeys')",40
599,"(('Magpies',), 'Woodpeckers')",60
600,"(('Mice', 'Dogs'), 'All mammals')",40
601,"(('Mice', 'Dolphins'), 'Horses')",50
602,"(('Mice', 'Hamsters'), 'All mammals')",40
603,"(('Mice', 'Hedgehogs'), 'All mammals')",35
604,"(('Mice', 'Hedgehogs'), 'Wolves')",50
605,"(('Mice', 'Horses'), 'All mammals')",40
606,"(('Mice', 'Llamas'), 'All mammals')",40
607,"(('Mice', 'Rabbits'), 'All mammals')",40
608,"(('Mice', 'Rabbits'), 'Hippos')",40
609,"(('Mice', 'Squirrels'), 'All mammals')",40
610,"(('Mice', 'Squirrels'), 'Horses')",40
611,"(('Mice', 'Wolves'), 'All mammals')",40
612,"(('Mice',), 'All mammals')",35
613,"(('Mice',), 'Cats')",60
614,"(('Mice',), 'Dogs')",60
615,"(('Mice',), 'Elephants')",50
616,"(('Mice',), 'Giraffes')",50
617,"(('Mice',), 'Hamsters')",75
618,"(('Mice',), 'Hippos')",40
619,"(('Mice',), 'Horses')",50
620,"(('Mice',), 'Rabbits')",70
621,"(('Mice',), 'Wolves')",60
622,"(('Mopeds', 'Airplanes'), 'All vehicles')",40
623,"(('Mopeds', 'Bicycles'), 'Submarines')",30
624,"(('Mopeds', 'Cars'), 'Motorbikes')",75
625,"(('Mopeds', 'Helicopters'), 'Skateboards')",40
626,"(('Mopeds', 'Trucks'), 'All vehicles')",40
627,"(('Mopeds',), 'All vehicles')",30
628,"(('Mopeds',), 'Cars')",70
629,"(('Mopeds',), 'Jeeps')",60
630,"(('Mopeds',), 'Motorbikes')",80
631,"(('Mopeds',), 'Rockets')",40
632,"(('Mopeds',), 'Scooters')",80
633,"(('Mopeds',), 'Skateboards')",40
634,"(('Mopeds',), 'Submarines')",40
635,"(('Motorbikes', 'Buses'), 'Trains')",70
636,"(('Motorbikes', 'Cars'), 'All vehicles')",40
637,"(('Motorbikes', 'Sleds'), 'Bicycles')",70
638,"(('Motorbikes', 'Taxis'), 'All vehicles')",40
639,"(('Motorbikes', 'Trucks'), 'Bicycles')",50
640,"(('Motorbikes',), 'All vehicles')",30
641,"(('Motorbikes',), 'Bicycles')",70
642,"(('Motorbikes',), 'Buses')",70
643,"(('Motorbikes',), 'Carriages')",40
644,"(('Motorbikes',), 'Cars')",80
645,"(('Motorbikes',), 'Jeeps')",60
646,"(('Motorbikes',), 'Mopeds')",80
647,"(('Motorbikes',), 'Rockets')",60
648,"(('Motorbikes',), 'Trains')",60
649,"(('Ostriches', 'Blackbirds'), 'Swallows')",75
650,"(('Ostriches', 'Doves'), 'Ducks')",70
651,"(('Ostriches', 'Ducks'), 'Magpies')",70
652,"(('Ostriches', 'Ducks'), 'Storks')",70
653,"(('Ostriches', 'Eagles'), 'All birds')",40
654,"(('Ostriches', 'Parrots'), 'All birds')",40
655,"(('Ostriches', 'Peacocks'), 'All birds')",40
656,"(('Ostriches', 'Pelicans'), 'All birds')",40
657,"(('Ostriches', 'Storks'), 'Canaries')",60
658,"(('Ostriches', 'Storks'), 'Robins')",60
659,"(('Ostriches', 'Swans'), 'Crows')",50
660,"(('Ostriches', 'Turkeys'), 'All birds')",40
661,"(('Ostriches', 'Vultures'), 'Canaries')",50
662,"(('Ostriches',), 'All birds')",30
663,"(('Ostriches',), 'Blackbirds')",60
664,"(('Ostriches',), 'Canaries')",60
665,"(('Ostriches',), 'Crows')",60
666,"(('Ostriches',), 'Ducks')",60
667,"(('Ostriches',), 'Magpies')",40
668,"(('Ostriches',), 'Pelicans')",60
669,"(('Ostriches',), 'Robins')",60
670,"(('Ostriches',), 'Sparrows')",60
671,"(('Ostriches',), 'Storks')",60
672,"(('Ostriches',), 'Swallows')",60
673,"(('Parrots', 'Canaries'), 'All birds')",40
674,"(('Parrots', 'Chickens'), 'All birds')",40
675,"(('Parrots', 'Chickens'), 'Roosters')",90
676,"(('Parrots', 'Ducks'), 'Sparrows')",60
677,"(('Parrots', 'Eagles'), 'Vultures')",70
678,"(('Parrots', 'Magpies'), 'All birds')",40
679,"(('Parrots', 'Robins'), 'All birds')",40
680,"(('Parrots', 'Roosters'), 'All birds')",40
681,"(('Parrots', 'Sparrows'), 'All birds')",40
682,"(('Parrots', 'Vultures'), 'Crows')",70
683,"(('Parrots', 'Woodpeckers'), 'All birds')",35
684,"(('Parrots',), 'All birds')",30
685,"(('Parrots',), 'Crows')",70
686,"(('Parrots',), 'Doves')",70
687,"(('Parrots',), 'Ducks')",60
688,"(('Parrots',), 'Eagles')",70
689,"(('Parrots',), 'Falcons')",70
690,"(('Parrots',), 'Ostriches')",60
691,"(('Parrots',), 'Roosters')",70
692,"(('Parrots',), 'Sparrows')",70
693,"(('Parrots',), 'Turkeys')",60
694,"(('Parrots',), 'Vultures')",60
695,"(('Peacocks', 'Falcons'), 'All birds')",40
696,"(('Peacocks', 'Magpies'), 'All birds')",40
697,"(('Peacocks', 'Seagulls'), 'Turkeys')",50
698,"(('Peacocks', 'Swans'), 'All birds')",35
699,"(('Peacocks', 'Swans'), 'Ducks')",60
700,"(('Peacocks', 'Vultures'), 'All birds')",40
701,"(('Peacocks',), 'All birds')",30
702,"(('Peacocks',), 'Ducks')",60
703,"(('Peacocks',), 'Roosters')",70
704,"(('Peacocks',), 'Seagulls')",50
705,"(('Peacocks',), 'Turkeys')",60
706,"(('Pelicans', 'Blackbirds'), 'Sparrows')",70
707,"(('Pelicans', 'Chickens'), 'All birds')",40
708,"(('Pelicans', 'Ducks'), 'All birds')",40
709,"(('Pelicans', 'Falcons'), 'Canaries')",60
710,"(('Pelicans', 'Falcons'), 'Herons')",70
711,"(('Pelicans', 'Herons'), 'Doves')",40
712,"(('Pelicans', 'Ostriches'), 'Canaries')",60
713,"(('Pelicans', 'Peacocks'), 'All birds')",40
714,"(('Pelicans', 'Storks'), 'All birds')",35
715,"(('Pelicans', 'Swallows'), 'All birds')",40
716,"(('Pelicans', 'Swans'), 'All birds')",40
717,"(('Pelicans',), 'All birds')",30
718,"(('Pelicans',), 'Canaries')",60
719,"(('Pelicans',), 'Doves')",60
720,"(('Pelicans',), 'Herons')",75
721,"(('Pelicans',), 'Parrots')",60
722,"(('Pelicans',), 'Sparrows')",60
723,"(('Pigeons',), 'Doves')",80
724,"(('Rabbits', 'Hamsters'), 'All mammals')",40
725,"(('Rabbits', 'Hedgehogs'), 'All mammals')",35
726,"(('Rabbits', 'Horses'), 'All mammals')",40
727,"(('Rabbits', 'Lions'), 'All mammals')",40
728,"(('Rabbits', 'Llamas'), 'All mammals')",40
729,"(('Rabbits', 'Squirrels'), 'All mammals')",40
730,"(('Rabbits',), 'All mammals')",30
731,"(('Rabbits',), 'Foxes')",60
732,"(('Rabbits',), 'Hippos')",40
733,"(('Rabbits',), 'Horses')",60
734,"(('Rabbits',), 'Lions')",50
735,"(('Rabbits',), 'Rhinos')",40
736,"(('Rabbits',), 'Tigers')",50
737,"(('Rhinos', 'Beavers'), 'All mammals')",40
738,"(('Rhinos', 'Camels'), 'Mice')",40
739,"(('Rhinos', 'Donkeys'), 'All mammals')",40
740,"(('Rhinos', 'Elephants'), 'Squirrels')",40
741,"(('Rhinos', 'Elephants'), 'Wolves')",40
742,"(('Rhinos', 'Giraffes'), 'All mammals')",35
743,"(('Rhinos', 'Hippos'), 'All mammals')",35
744,"(('Rhinos', 'Hippos'), 'Rabbits')",40
745,"(('Rhinos',), 'All mammals')",25
746,"(('Rhinos',), 'Horses')",60
747,"(('Rhinos',), 'Mice')",40
748,"(('Rhinos',), 'Rabbits')",40
749,"(('Rhinos',), 'Squirrels')",40
750,"(('Rhinos',), 'Wolves')",40
751,"(('Robins', 'Blackbirds'), 'All birds')",35
752,"(('Robins', 'Canaries'), 'Eagles')",50
753,"(('Robins', 'Parrots'), 'Doves')",70
754,"(('Robins', 'Sparrows'), 'Pelicans')",60
755,"(('Robins', 'Swallows'), 'Peacocks')",60
756,"(('Robins',), 'All birds')",30
757,"(('Robins',), 'Doves')",70
758,"(('Robins',), 'Eagles')",70
759,"(('Robins',), 'Falcons')",70
760,"(('Robins',), 'Herons')",60
761,"(('Robins',), 'Parrots')",70
762,"(('Robins',), 'Peacocks')",60
763,"(('Robins',), 'Pelicans')",60
764,"(('Robins',), 'Roosters')",70
765,"(('Robins',), 'Sparrows')",70
766,"(('Rockets', 'Airplanes'), 'All vehicles')",40
767,"(('Rockets', 'Bicycles'), 'All vehicles')",50
768,"(('Rockets', 'Boats'), 'All vehicles')",40
769,"(('Rockets', 'Carriages'), 'Submarines')",50
770,"(('Rockets', 'Motorbikes'), 'All vehicles')",40
771,"(('Rockets', 'Sleds'), 'Bicycles')",50
772,"(('Rockets', 'Submarines'), 'All vehicles')",40
773,"(('Rockets', 'Taxis'), 'All vehicles')",40
774,"(('Rockets', 'Trains'), 'Submarines')",50
775,"(('Rockets', 'Trams'), 'All vehicles')",40
776,"(('Rockets', 'Vans'), 'All vehicles')",40
777,"(('Rockets', 'Zeppelins'), 'Mopeds')",40
778,"(('Rockets',), 'Airplanes')",70
779,"(('Rockets',), 'All vehicles')",30
780,"(('Rockets',), 'Bicycles')",40
781,"(('Rockets',), 'Mopeds')",40
782,"(('Rockets',), 'Submarines')",50
783,"(('Rockets',), 'Trams')",40
784,"(('Roosters', 'Canaries'), 'All birds')",40
785,"(('Roosters', 'Chickens'), 'All birds')",40
786,"(('Roosters', 'Chickens'), 'Blackbirds')",60
787,"(('Roosters', 'Doves'), 'Robins')",67
788,"(('Roosters', 'Peacocks'), 'All birds')",35
789,"(('Roosters', 'Robins'), 'Parrots')",75
790,"(('Roosters', 'Seagulls'), 'Eagles')",70
791,"(('Roosters', 'Sparrows'), 'All birds')",40
792,"(('Roosters', 'Swans'), 'Chickens')",75
793,"(('Roosters',), 'All birds')",30
794,"(('Roosters',), 'Blackbirds')",60
795,"(('Roosters',), 'Chickens')",90
796,"(('Roosters',), 'Eagles')",60
797,"(('Roosters',), 'Parrots')",60
798,"(('Roosters',), 'Robins')",60
799,"(('Seagulls', 'Blackbirds'), 'All birds')",40
800,"(('Seagulls', 'Chickens'), 'Roosters')",90
801,"(('Seagulls', 'Ducks'), 'All birds')",40
802,"(('Seagulls',), 'All birds')",30
803,"(('Seagulls',), 'Eagles')",70
804,"(('Seagulls',), 'Falcons')",70
805,"(('Seagulls',), 'Robins')",70
806,"(('Seagulls',), 'Roosters')",60
807,"(('Seagulls',), 'Storks')",70
808,"(('Seagulls',), 'Turkeys')",60
809,"(('Seals',), 'Horses')",50
810,"(('Sheep', 'Beavers'), 'All mammals')",40
811,"(('Sheep', 'Camels'), 'All mammals')",40
812,"(('Sheep', 'Dogs'), 'Rabbits')",60
813,"(('Sheep', 'Elephants'), 'Hedgehogs')",50
814,"(('Sheep', 'Giraffes'), 'Elephants')",50
815,"(('Sheep', 'Hippos'), 'Deer')",50
816,"(('Sheep', 'Zebras'), 'Beavers')",50
817,"(('Sheep',), 'All mammals')",30
818,"(('Sheep',), 'Beavers')",40
819,"(('Sheep',), 'Deer')",70
820,"(('Sheep',), 'Elephants')",50
821,"(('Sheep',), 'Hedgehogs')",40
822,"(('Sheep',), 'Llamas')",70
823,"(('Sheep',), 'Mice')",50
824,"(('Sheep',), 'Rabbits')",60
825,"(('Skateboards', 'Bicycles'), 'All vehicles')",40
826,"(('Skateboards', 'Boats'), 'All vehicles')",40
827,"(('Skateboards', 'Helicopters'), 'All vehicles')",40
828,"(('Skateboards', 'Hovercraft'), 'All vehicles')",40
829,"(('Skateboards', 'Jeeps'), 'Tractors')",60
830,"(('Skateboards', 'Mopeds'), 'All vehicles')",40
831,"(('Skateboards', 'Rockets'), 'All vehicles')",40
832,"(('Skateboards', 'Sleds'), 'Helicopters')",40
833,"(('Skateboards', 'Tractors'), 'Carts')",60
834,"(('Skateboards', 'Trucks'), 'Rockets')",50
835,"(('Skateboards', 'Zeppelins'), 'All vehicles')",40
836,"(('Skateboards',), 'All vehicles')",35
837,"(('Skateboards',), 'Carts')",60
838,"(('Skateboards',), 'Helicopters')",40
839,"(('Skateboards',), 'Mopeds')",60
840,"(('Skateboards',), 'Rockets')",40
841,"(('Skateboards',), 'Tractors')",40
842,"(('Skateboards',), 'Zeppelins')",30
843,"(('Sleds', 'Cars'), 'All vehicles')",40
844,"(('Sleds', 'Rockets'), 'All vehicles')",40
845,"(('Sleds', 'Skateboards'), 'All vehicles')",40
846,"(('Sleds', 'Submarines'), 'All vehicles')",40
847,"(('Sleds', 'Tractors'), 'All vehicles')",40
848,"(('Sleds', 'Vans'), 'All vehicles')",40
849,"(('Sleds',), 'All vehicles')",30
850,"(('Sleds',), 'Bicycles')",60
851,"(('Sleds',), 'Buses')",40
852,"(('Sleds',), 'Caravans')",40
853,"(('Sleds',), 'Helicopters')",40
854,"(('Sleds',), 'Tractors')",50
855,"(('Sparrows', 'Blackbirds'), 'All birds')",40
856,"(('Sparrows', 'Canaries'), 'All birds')",35
857,"(('Sparrows', 'Ducks'), 'All birds')",40
858,"(('Sparrows', 'Peacocks'), 'Roosters')",75
859,"(('Sparrows', 'Robins'), 'All birds')",35
860,"(('Sparrows', 'Robins'), 'Herons')",60
861,"(('Sparrows', 'Seagulls'), 'Robins')",70
862,"(('Sparrows', 'Turkeys'), 'All birds')",40
863,"(('Sparrows', 'Turkeys'), 'Chickens')",75
864,"(('Sparrows',), 'All birds')",30
865,"(('Sparrows',), 'Canaries')",75
866,"(('Sparrows',), 'Chickens')",70
867,"(('Sparrows',), 'Herons')",70
868,"(('Sparrows',), 'Pelicans')",70
869,"(('Sparrows',), 'Robins')",70
870,"(('Sparrows',), 'Roosters')",70
871,"(('Squirrels', 'Beavers'), 'All mammals')",40
872,"(('Squirrels', 'Hamsters'), 'Lions')",40
873,"(('Squirrels', 'Hedgehogs'), 'All mammals')",35
874,"(('Squirrels', 'Horses'), 'Zebras')",60
875,"(('Squirrels', 'Llamas'), 'Zebras')",50
876,"(('Squirrels', 'Mice'), 'Rabbits')",70
877,"(('Squirrels', 'Rabbits'), 'Horses')",50
878,"(('Squirrels', 'Rabbits'), 'Rhinos')",40
879,"(('Squirrels', 'Rabbits'), 'Tigers')",50
880,"(('Squirrels', 'Rhinos'), 'Horses')",50
881,"(('Squirrels', 'Seals'), 'Horses')",50
882,"(('Squirrels', 'Sheep'), 'All mammals')",40
883,"(('Squirrels', 'Zebras'), 'All mammals')",40
884,"(('Squirrels',), 'All mammals')",30
885,"(('Squirrels',), 'Cats')",60
886,"(('Squirrels',), 'Horses')",40
887,"(('Squirrels',), 'Lions')",50
888,"(('Squirrels',), 'Rabbits')",70
889,"(('Squirrels',), 'Rhinos')",40
890,"(('Squirrels',), 'Tigers')",50
891,"(('Squirrels',), 'Wolves')",50
892,"(('Squirrels',), 'Zebras')",40
893,"(('Storks', 'Chickens'), 'Roosters')",90
894,"(('Storks', 'Doves'), 'All birds')",40
895,"(('Storks', 'Eagles'), 'Turkeys')",50
896,"(('Storks', 'Magpies'), 'All birds')",35
897,"(('Storks', 'Ostriches'), 'All birds')",40
898,"(('Storks', 'Swallows'), 'Blackbirds')",60
899,"(('Storks', 'Turkeys'), 'All birds')",40
900,"(('Storks',), 'All birds')",30
901,"(('Storks',), 'Blackbirds')",60
902,"(('Storks',), 'Canaries')",60
903,"(('Storks',), 'Eagles')",70
904,"(('Storks',), 'Ostriches')",70
905,"(('Storks',), 'Pelicans')",70
906,"(('Storks',), 'Robins')",60
907,"(('Storks',), 'Roosters')",60
908,"(('Storks',), 'Turkeys')",60
909,"(('Submarines', 'Boats'), 'All vehicles')",40
910,"(('Submarines', 'Boats'), 'Tractors')",40
911,"(('Submarines', 'Buses'), 'Boats')",75
912,"(('Submarines', 'Cars'), 'All vehicles')",40
913,"(('Submarines', 'Hovercraft'), 'Tractors')",50
914,"(('Submarines', 'Jeeps'), 'Cars')",80
915,"(('Submarines', 'Mopeds'), 'All vehicles')",40
916,"(('Submarines', 'Skateboards'), 'All vehicles')",40
917,"(('Submarines', 'Trucks'), 'All vehicles')",40
918,"(('Submarines', 'Zeppelins'), 'Caravans')",50
919,"(('Submarines',), 'All vehicles')",30
920,"(('Submarines',), 'Boats')",70
921,"(('Submarines',), 'Caravans')",40
922,"(('Submarines',), 'Cars')",50
923,"(('Submarines',), 'Motorbikes')",40
924,"(('Submarines',), 'Sleds')",40
925,"(('Submarines',), 'Tractors')",40
926,"(('Submarines',), 'Vans')",40
927,"(('Swallows', 'Herons'), 'All birds')",40
928,"(('Swallows', 'Peacocks'), 'Seagulls')",50
929,"(('Swallows', 'Roosters'), 'All birds')",40
930,"(('Swallows', 'Swans'), 'Ducks')",75
931,"(('Swallows',), 'All birds')",30
932,"(('Swallows',), 'Blackbirds')",70
933,"(('Swallows',), 'Chickens')",60
934,"(('Swallows',), 'Ducks')",60
935,"(('Swallows',), 'Peacocks')",60
936,"(('Swallows',), 'Seagulls')",70
937,"(('Swallows',), 'Sparrows')",70
938,"(('Swans', 'Blackbirds'), 'All birds')",40
939,"(('Swans', 'Canaries'), 'Eagles')",50
940,"(('Swans', 'Ducks'), 'All birds')",40
941,"(('Swans', 'Magpies'), 'All birds')",40
942,"(('Swans', 'Magpies'), 'Blackbirds')",70
943,"(('Swans', 'Magpies'), 'Ducks')",70
944,"(('Swans', 'Ostriches'), 'All birds')",40
945,"(('Swans', 'Parrots'), 'All birds')",40
946,"(('Swans', 'Parrots'), 'Ducks')",70
947,"(('Swans', 'Parrots'), 'Eagles')",50
948,"(('Swans', 'Sparrows'), 'All birds')",40
949,"(('Swans', 'Woodpeckers'), 'All birds')",40
950,"(('Swans', 'Woodpeckers'), 'Sparrows')",60
951,"(('Swans',), 'All birds')",30
952,"(('Swans',), 'Blackbirds')",60
953,"(('Swans',), 'Chickens')",60
954,"(('Swans',), 'Crows')",60
955,"(('Swans',), 'Doves')",60
956,"(('Swans',), 'Ducks')",70
957,"(('Swans',), 'Eagles')",60
958,"(('Swans',), 'Sparrows')",60
959,"(('Swans',), 'Woodpeckers')",40
960,"(('Taxis', 'Boats'), 'Carts')",50
961,"(('Taxis', 'Carts'), 'All vehicles')",40
962,"(('Taxis', 'Motorbikes'), 'Cars')",75
963,"(('Taxis', 'Skateboards'), 'All vehicles')",40
964,"(('Taxis', 'Trains'), 'All vehicles')",40
965,"(('Taxis', 'Trains'), 'Cars')",75
966,"(('Taxis',), 'All vehicles')",30
967,"(('Taxis',), 'Cabs')",95
968,"(('Taxis',), 'Cars')",90
969,"(('Taxis',), 'Carts')",60
970,"(('Taxis',), 'Mopeds')",60
971,"(('Taxis',), 'Trains')",60
972,"(('Tigers', 'Cats'), 'All mammals')",40
973,"(('Tigers', 'Cats'), 'Lions')",80
974,"(('Tigers', 'Deer'), 'Squirrels')",50
975,"(('Tigers', 'Donkeys'), 'All mammals')",40
976,"(('Tigers', 'Hamsters'), 'All mammals')",40
977,"(('Tigers', 'Hedgehogs'), 'All mammals')",40
978,"(('Tigers', 'Horses'), 'All mammals')",40
979,"(('Tigers', 'Lions'), 'Squirrels')",40
980,"(('Tigers', 'Llamas'), 'Cats')",60
981,"(('Tigers', 'Rabbits'), 'Lions')",70
982,"(('Tigers', 'Squirrels'), 'Cats')",70
983,"(('Tigers',), 'All mammals')",30
984,"(('Tigers',), 'Cats')",80
985,"(('Tigers',), 'Donkeys')",40
986,"(('Tigers',), 'Lions')",80
987,"(('Tigers',), 'Mice')",40
988,"(('Tigers',), 'Rhinos')",40
989,"(('Tigers',), 'Squirrels')",40
990,"(('Tractors', 'Airplanes'), 'Jeeps')",50
991,"(('Tractors', 'Carriages'), 'All vehicles')",40
992,"(('Tractors', 'Mopeds'), 'Jeeps')",70
993,"(('Tractors', 'Rockets'), 'All vehicles')",40
994,"(('Tractors', 'Skateboards'), 'Zeppelins')",50
995,"(('Tractors', 'Taxis'), 'Mopeds')",50
996,"(('Tractors', 'Trams'), 'All vehicles')",40
997,"(('Tractors',), 'All vehicles')",30
998,"(('Tractors',), 'Carts')",60
999,"(('Tractors',), 'Jeeps')",60
1000,"(('Tractors',), 'Mopeds')",50
1001,"(('Tractors',), 'Vans')",60
1002,"(('Tractors',), 'Zeppelins')",40
1003,"(('Trains', 'Boats'), 'Trams')",70
1004,"(('Trains', 'Carriages'), 'Carts')",70
1005,"(('Trains', 'Skateboards'), 'All vehicles')",40
1006,"(('Trains', 'Tractors'), 'All vehicles')",40
1007,"(('Trains', 'Trucks'), 'Caravans')",70
1008,"(('Trains',), 'All vehicles')",30
1009,"(('Trains',), 'Caravans')",50
1010,"(('Trains',), 'Cars')",70
1011,"(('Trains',), 'Carts')",60
1012,"(('Trains',), 'Submarines')",50
1013,"(('Trains',), 'Trams')",80
1014,"(('Trams', 'Bicycles'), 'Boats')",50
1015,"(('Trams', 'Boats'), 'Hovercraft')",60
1016,"(('Trams', 'Buses'), 'Trains')",75
1017,"(('Trams', 'Buses'), 'Vans')",60
1018,"(('Trams', 'Carriages'), 'Jeeps')",50
1019,"(('Trams', 'Cars'), 'All vehicles')",40
1020,"(('Trams', 'Jeeps'), 'All vehicles')",40
1021,"(('Trams', 'Mopeds'), 'Motorbikes')",70
1022,"(('Trams', 'Sleds'), 'All vehicles')",40
1023,"(('Trams', 'Taxis'), 'Trains')",70
1024,"(('Trams', 'Trains'), 'All vehicles')",40
1025,"(('Trams', 'Trucks'), 'Cars')",70
1026,"(('Trams', 'Vans'), 'Caravans')",70
1027,"(('Trams', 'Vans'), 'Trucks')",70
1028,"(('Trams',), 'All vehicles')",30
1029,"(('Trams',), 'Boats')",40
1030,"(('Trams',), 'Buses')",70
1031,"(('Trams',), 'Caravans')",40
1032,"(('Trams',), 'Cars')",70
1033,"(('Trams',), 'Hovercraft')",50
1034,"(('Trams',), 'Jeeps')",50
1035,"(('Trams',), 'Motorbikes')",50
1036,"(('Trams',), 'Trains')",80
1037,"(('Trams',), 'Trucks')",60
1038,"(('Trams',), 'Vans')",50
1039,"(('Trucks', 'Boats'), 'All vehicles')",40
1040,"(('Trucks', 'Buses'), 'Carriages')",50
1041,"(('Trucks', 'Caravans'), 'All vehicles')",40
1042,"(('Trucks', 'Carriages'), 'All vehicles')",40
1043,"(('Trucks', 'Cars'), 'All vehicles')",40
1044,"(('Trucks', 'Motorbikes'), 'Buses')",70
1045,"(('Trucks', 'Motorbikes'), 'Mopeds')",70
1046,"(('Trucks', 'Sleds'), 'Buses')",60
1047,"(('Trucks', 'Trains'), 'Submarines')",50
1048,"(('Trucks', 'Vans'), 'Cars')",70
1049,"(('Trucks',), 'All vehicles')",40
1050,"(('Trucks',), 'Bicycles')",50
1051,"(('Trucks',), 'Buses')",70
1052,"(('Trucks',), 'Caravans')",60
1053,"(('Trucks',), 'Carriages')",60
1054,"(('Trucks',), 'Cars')",80
1055,"(('Trucks',), 'Jeeps')",70
1056,"(('Trucks',), 'Lorries')",90
1057,"(('Trucks',), 'Mopeds')",50
1058,"(('Trucks',), 'Rockets')",40
1059,"(('Trucks',), 'Submarines')",40
1060,"(('Trucks',), 'Trains')",70
1061,"(('Trucks',), 'Zeppelins')",40
1062,"(('Turkeys', 'Blackbirds'), 'All birds')",40
1063,"(('Turkeys', 'Crows'), 'Peacocks')",60
1064,"(('Turkeys', 'Doves'), 'Swallows')",70
1065,"(('Turkeys', 'Falcons'), 'All birds')",40
1066,"(('Turkeys', 'Herons'), 'Peacocks')",60
1067,"(('Turkeys', 'Magpies'), 'All birds')",40
1068,"(('Turkeys', 'Pelicans'), 'Parrots')",70
1069,"(('Turkeys', 'Robins'), 'All birds')",40
1070,"(('Turkeys', 'Roosters'), 'All birds')",40
1071,"(('Turkeys', 'Seagulls'), 'All birds')",40
1072,"(('Turkeys', 'Swans'), 'Woodpeckers')",50
1073,"(('Turkeys', 'Woodpeckers'), 'All birds')",40
1074,"(('Turkeys',), 'All birds')",35
1075,"(('Turkeys',), 'Chickens')",80
1076,"(('Turkeys',), 'Herons')",60
1077,"(('Turkeys',), 'Parrots')",60
1078,"(('Turkeys',), 'Peacocks')",60
1079,"(('Turkeys',), 'Pelicans')",60
1080,"(('Turkeys',), 'Swallows')",40
1081,"(('Turkeys',), 'Vultures')",60
1082,"(('Turkeys',), 'Woodpeckers')",60
1083,"(('Vans', 'Boats'), 'All vehicles')",40
1084,"(('Vans', 'Boats'), 'Caravans')",70
1085,"(('Vans', 'Cars'), 'All vehicles')",40
1086,"(('Vans', 'Cars'), 'Taxis')",80
1087,"(('Vans', 'Jeeps'), 'Helicopters')",40
1088,"(('Vans', 'Jeeps'), 'Rockets')",30
1089,"(('Vans', 'Taxis'), 'Mopeds')",50
1090,"(('Vans', 'Trains'), 'All vehicles')",40
1091,"(('Vans', 'Trucks'), 'Trains')",60
1092,"(('Vans', 'Zeppelins'), 'Buses')",50
1093,"(('Vans',), 'All vehicles')",30
1094,"(('Vans',), 'Bicycles')",50
1095,"(('Vans',), 'Buses')",80
1096,"(('Vans',), 'Caravans')",70
1097,"(('Vans',), 'Carriages')",60
1098,"(('Vans',), 'Cars')",80
1099,"(('Vans',), 'Helicopters')",40
1100,"(('Vans',), 'Mopeds')",50
1101,"(('Vans',), 'Rockets')",40
1102,"(('Vans',), 'Taxis')",70
1103,"(('Vans',), 'Trains')",60
1104,"(('Vans',), 'Trucks')",80
1105,"(('Vultures', 'Crows'), 'All birds')",40
1106,"(('Vultures', 'Doves'), 'All birds')",40
1107,"(('Vultures', 'Magpies'), 'All birds')",40
1108,"(('Vultures', 'Magpies'), 'Woodpeckers')",60
1109,"(('Vultures', 'Ostriches'), 'All birds')",40
1110,"(('Vultures', 'Seagulls'), 'All birds')",40
1111,"(('Vultures', 'Sparrows'), 'All birds')",40
1112,"(('Vultures', 'Swallows'), 'All birds')",40
1113,"(('Vultures', 'Turkeys'), 'All birds')",40
1114,"(('Vultures', 'Turkeys'), 'Herons')",50
1115,"(('Vultures', 'Woodpeckers'), 'Storks')",50
1116,"(('Vultures',), 'All birds')",30
1117,"(('Vultures',), 'Canaries')",50
