,prompt_type,argpair_id,p1,p2,c1,c2,domain,prompt,is_flipped
150,experiment_1_chatprompt,"['Cats', 'Pigs', 'Bats', 'All mammals', 'Cats', 'Pigs', 'All mammals']","['Cats', 'Pigs', 'Bats']","['Cats', 'Pigs']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cats have property P.\nFact - Pigs have property P.\nFact - Bats have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Cats have property P.\nFact - Pigs have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
151,experiment_1_chatprompt,"['Cats', 'Pigs', 'Donkeys', 'All mammals', 'Cats', 'Pigs', 'All mammals']","['Cats', 'Pigs', 'Donkeys']","['Cats', 'Pigs']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cats have property P.\nFact - Pigs have property P.\nFact - Donkeys have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Cats have property P.\nFact - Pigs have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
152,experiment_1_chatprompt,"['Cats', 'Pigs', 'Hedgehogs', 'Camels', 'Cats', 'Pigs', 'Camels']","['Cats', 'Pigs', 'Hedgehogs']","['Cats', 'Pigs']",Camels,Camels,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cats have property P.\nFact - Pigs have property P.\nFact - Hedgehogs have property P.\nClaim - Camels have property P.\n\nArgument B:\nFact - Cats have property P.\nFact - Pigs have property P.\nClaim - Camels have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
153,experiment_1_chatprompt,"['Cats', 'Pigs', 'Mice', 'Rhinos', 'Cats', 'Pigs', 'Rhinos']","['Cats', 'Pigs', 'Mice']","['Cats', 'Pigs']",Rhinos,Rhinos,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cats have property P.\nFact - Pigs have property P.\nFact - Mice have property P.\nClaim - Rhinos have property P.\n\nArgument B:\nFact - Cats have property P.\nFact - Pigs have property P.\nClaim - Rhinos have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
154,experiment_1_chatprompt,"['Cats', 'Zebras', 'All mammals', 'Cats', 'Zebras', 'Chameleons', 'All mammals']","['Cats', 'Zebras']","['Cats', 'Zebras', 'Chameleons']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cats have property P.\nFact - Zebras have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Cats have property P.\nFact - Zebras have property P.\nFact - Chameleons have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
155,experiment_1_chatprompt,"['Chickens', 'Doves', 'Roosters', 'All birds', 'Chickens', 'Doves', 'All birds']","['Chickens', 'Doves', 'Roosters']","['Chickens', 'Doves']",All birds,All birds,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Chickens have property P.\nFact - Doves have property P.\nFact - Roosters have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Chickens have property P.\nFact - Doves have property P.\nClaim - All birds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
156,experiment_1_chatprompt,"['Chickens', 'Eagles', 'Sparrows', 'Chickens', 'Peacocks', 'Sparrows']","['Chickens', 'Eagles']","['Chickens', 'Peacocks']",Sparrows,Sparrows,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Chickens have property P.\nFact - Eagles have property P.\nClaim - Sparrows have property P.\n\nArgument B:\nFact - Chickens have property P.\nFact - Peacocks have property P.\nClaim - Sparrows have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
157,experiment_1_chatprompt,"['Chickens', 'Falcons', 'All birds', 'Chickens', 'Falcons', 'All animals']","['Chickens', 'Falcons']","['Chickens', 'Falcons']",All birds,All animals,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Chickens have property P.\nFact - Falcons have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Chickens have property P.\nFact - Falcons have property P.\nClaim - All animals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
158,experiment_1_chatprompt,"['Chickens', 'Falcons', 'Ostriches', 'Doves', 'Chickens', 'Falcons', 'Doves']","['Chickens', 'Falcons', 'Ostriches']","['Chickens', 'Falcons']",Doves,Doves,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Chickens have property P.\nFact - Falcons have property P.\nFact - Ostriches have property P.\nClaim - Doves have property P.\n\nArgument B:\nFact - Chickens have property P.\nFact - Falcons have property P.\nClaim - Doves have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
159,experiment_1_chatprompt,"['Chickens', 'Herons', 'Ostriches', 'All birds', 'Chickens', 'Herons', 'All birds']","['Chickens', 'Herons', 'Ostriches']","['Chickens', 'Herons']",All birds,All birds,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Chickens have property P.\nFact - Herons have property P.\nFact - Ostriches have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Chickens have property P.\nFact - Herons have property P.\nClaim - All birds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
160,experiment_1_chatprompt,"['Chickens', 'Owls', 'Roosters', 'All birds', 'Chickens', 'Owls', 'All birds']","['Chickens', 'Owls', 'Roosters']","['Chickens', 'Owls']",All birds,All birds,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Chickens have property P.\nFact - Owls have property P.\nFact - Roosters have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Chickens have property P.\nFact - Owls have property P.\nClaim - All birds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
161,experiment_1_chatprompt,"['Chickens', 'Peacocks', 'Chickens', 'Mosquitoes', 'Peacocks']",['Chickens'],"['Chickens', 'Mosquitoes']",Peacocks,Peacocks,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Chickens have property P.\nClaim - Peacocks have property P.\n\nArgument B:\nFact - Chickens have property P.\nFact - Mosquitoes have property P.\nClaim - Peacocks have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
162,experiment_1_chatprompt,"['Chickens', 'Penguins', 'All birds', 'Chickens', 'Penguins', 'Leeches', 'All birds']","['Chickens', 'Penguins']","['Chickens', 'Penguins', 'Leeches']",All birds,All birds,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Chickens have property P.\nFact - Penguins have property P.\nClaim - All birds have property P.\n\nArgument B:\nFact - Chickens have property P.\nFact - Penguins have property P.\nFact - Leeches have property P.\nClaim - All birds have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
163,experiment_1_chatprompt,"['Chickens', 'Penguins', 'Swans', 'Chickens', 'Roosters', 'Swans']","['Chickens', 'Penguins']","['Chickens', 'Roosters']",Swans,Swans,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Chickens have property P.\nFact - Penguins have property P.\nClaim - Swans have property P.\n\nArgument B:\nFact - Chickens have property P.\nFact - Roosters have property P.\nClaim - Swans have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
164,experiment_1_chatprompt,"['Chickens', 'Turkeys', 'Penguins', 'Turkeys']",['Chickens'],['Penguins'],Turkeys,Turkeys,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Chickens have property P.\nClaim - Turkeys have property P.\n\nArgument B:\nFact - Penguins have property P.\nClaim - Turkeys have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
165,experiment_1_chatprompt,"['Chickens', 'Vultures', 'Penguins', 'Owls', 'Chickens', 'Vultures', 'Owls']","['Chickens', 'Vultures', 'Penguins']","['Chickens', 'Vultures']",Owls,Owls,Birds,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Chickens have property P.\nFact - Vultures have property P.\nFact - Penguins have property P.\nClaim - Owls have property P.\n\nArgument B:\nFact - Chickens have property P.\nFact - Vultures have property P.\nClaim - Owls have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
166,experiment_1_chatprompt,"['Cows', 'All mammals', 'Bats', 'All mammals']",['Cows'],['Bats'],All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Bats have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
167,experiment_1_chatprompt,"['Cows', 'All mammals', 'Beavers', 'All mammals']",['Cows'],['Beavers'],All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Beavers have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
168,experiment_1_chatprompt,"['Cows', 'All mammals', 'Camels', 'All mammals']",['Cows'],['Camels'],All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Camels have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
169,experiment_1_chatprompt,"['Cows', 'All mammals', 'Cows', 'Rhinos']",['Cows'],['Cows'],All mammals,Rhinos,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Cows have property P.\nClaim - Rhinos have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
170,experiment_1_chatprompt,"['Cows', 'All mammals', 'Hedgehogs', 'All mammals']",['Cows'],['Hedgehogs'],All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Hedgehogs have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
171,experiment_1_chatprompt,"['Cows', 'All mammals', 'Squirrels', 'All mammals']",['Cows'],['Squirrels'],All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Squirrels have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
172,experiment_1_chatprompt,"['Cows', 'Beavers', 'Lions', 'Cows', 'Pigs', 'Lions']","['Cows', 'Beavers']","['Cows', 'Pigs']",Lions,Lions,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nFact - Beavers have property P.\nClaim - Lions have property P.\n\nArgument B:\nFact - Cows have property P.\nFact - Pigs have property P.\nClaim - Lions have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
173,experiment_1_chatprompt,"['Cows', 'Dogs', 'Bats', 'Llamas', 'Cows', 'Dogs', 'Llamas']","['Cows', 'Dogs', 'Bats']","['Cows', 'Dogs']",Llamas,Llamas,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nFact - Dogs have property P.\nFact - Bats have property P.\nClaim - Llamas have property P.\n\nArgument B:\nFact - Cows have property P.\nFact - Dogs have property P.\nClaim - Llamas have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
174,experiment_1_chatprompt,"['Cows', 'Dogs', 'Tigers', 'All mammals', 'Cows', 'Dogs', 'All mammals']","['Cows', 'Dogs', 'Tigers']","['Cows', 'Dogs']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nFact - Dogs have property P.\nFact - Tigers have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Cows have property P.\nFact - Dogs have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
175,experiment_1_chatprompt,"['Cows', 'Donkeys', 'All mammals', 'Cows', 'Donkeys', 'Dinosaurs', 'All mammals']","['Cows', 'Donkeys']","['Cows', 'Donkeys', 'Dinosaurs']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nFact - Donkeys have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Cows have property P.\nFact - Donkeys have property P.\nFact - Dinosaurs have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
176,experiment_1_chatprompt,"['Cows', 'Donkeys', 'All mammals', 'Cows', 'Donkeys', 'Snakes', 'All mammals']","['Cows', 'Donkeys']","['Cows', 'Donkeys', 'Snakes']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nFact - Donkeys have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Cows have property P.\nFact - Donkeys have property P.\nFact - Snakes have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
177,experiment_1_chatprompt,"['Cows', 'Hedgehogs', 'All mammals', 'Cows', 'Deer', 'All mammals']","['Cows', 'Hedgehogs']","['Cows', 'Deer']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nFact - Hedgehogs have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Cows have property P.\nFact - Deer have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
178,experiment_1_chatprompt,"['Cows', 'Mice', 'All mammals', 'Cows', 'Horses', 'All mammals']","['Cows', 'Mice']","['Cows', 'Horses']",All mammals,All mammals,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nFact - Mice have property P.\nClaim - All mammals have property P.\n\nArgument B:\nFact - Cows have property P.\nFact - Horses have property P.\nClaim - All mammals have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
179,experiment_1_chatprompt,"['Cows', 'Mice', 'Mice', 'Cows']",['Cows'],['Mice'],Mice,Cows,Mammals,"[{'role': 'system', 'content': ""We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property. Given the facts presented for each argument, we will then ask you which has a more likely claim.""}, {'role': 'user', 'content': 'Argument A:\nFact - Cows have property P.\nClaim - Mice have property P.\n\nArgument B:\nFact - Mice have property P.\nClaim - Cows have property P.\n\nQuestion: Given the facts presented, which argument has a more likely claim?\nA - Argument A is much more likely\nB - Argument A is moderately more likely\nC - Argument A is slightly more likely\nD - Argument B is slightly more likely\nE - Argument B is moderately more likely\nF - Argument B is much more likely\nAnswer:'}]",False
