,argument,domain,conclusion_type,is_single_premise,prompt_generator,model,probabilities,strength_rating,strength_ranking
245,"(('Cows', 'Rhinos'), 'Horses')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999006273677872, 1.2659509235019888e-06)",0.9998993614168636,4.0
246,"(('Cows', 'Sheep'), 'Mice')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998798817047801, 4.963775089342501e-06)",0.9998749179296909,40.0
247,"(('Cows', 'Squirrels'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997718796134131, 9.576311193594943e-05)",0.9996761165014773,19.0
248,"(('Cows', 'Squirrels'), 'Horses')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999893591961737, 1.250794010386837e-06)",0.9998923411677266,14.0
249,"(('Cows',), 'All mammals')",Mammals,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8474312703061193, 0.15237224069364336)",0.6950590296124759,5.0
250,"(('Cows',), 'Cats')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.10382193611394552, 0.8960210168289415)",-0.792199080714996,146.0
251,"(('Cows',), 'Donkeys')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9991773240535655, 0.0005938334292887871)",0.9985834906242768,57.0
252,"(('Cows',), 'Hippos')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9988750089773992, 0.0008706106464984916)",0.9980043983309008,65.0
253,"(('Cows',), 'Horses')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999069448199018, 6.857785374866152e-06)",0.9999000870345268,4.0
254,"(('Cows',), 'Llamas')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997242578638529, 8.932563903823097e-05)",0.9996349322248148,41.0
255,"(('Cows',), 'Mice')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9879385554581808, 0.011889604881407891)",0.9760489505767728,95.0
256,"(('Cows',), 'Rhinos')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998447171576288, 5.986179915164486e-05)",0.9997848553584772,32.0
257,"(('Crows', 'Chickens'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9993149521524939, 0.0005610735252374509)",0.9987538786272564,24.0
258,"(('Crows', 'Chickens'), 'Woodpeckers')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998498423447894, 1.1779368370281237e-05)",0.9998380629764192,53.0
259,"(('Crows', 'Eagles'), 'Robins')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998925201463734, 2.2686048929704606e-06)",0.9998902515414804,7.0
260,"(('Crows', 'Roosters'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9786228281928506, 0.021222362889343944)",0.9574004653035066,72.0
261,"(('Crows', 'Sparrows'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9995083111785864, 0.00037297729928433985)",0.999135333879302,16.0
262,"(('Crows',), 'All birds')",Birds,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.00023666237750016248, 0.9996682871688707)",-0.9994316247913704,23.0
263,"(('Crows',), 'Peacocks')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9943549209773681, 0.005501502732344345)",0.9888534182450236,133.0
264,"(('Crows',), 'Pelicans')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9994544877459437, 0.00042556025930064233)",0.9990289274866432,91.0
265,"(('Crows',), 'Ravens')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998813139137509, 1.3603587680154657e-05)",0.9998677103260708,15.0
266,"(('Crows',), 'Robins')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997497684131473, 0.0001533514825035714)",0.9995964169306436,61.0
267,"(('Crows',), 'Swans')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.991065662517545, 0.008757699698609067)",0.982307962818936,142.0
268,"(('Crows',), 'Woodpeckers')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998525856165682, 5.7370461219391815e-05)",0.9997952151553487,31.0
269,"(('Deer', 'Cats'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9992883675305784, 0.0006181669446579718)",0.9986702005859204,38.0
270,"(('Deer', 'Horses'), 'Donkeys')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998870352709955, 3.0686955160659104e-06)",0.9998839665754796,24.0
271,"(('Deer', 'Rabbits'), 'Foxes')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998765470809389, 5.1357431631595494e-06)",0.9998714113377756,48.0
272,"(('Deer', 'Rabbits'), 'Rhinos')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998790482752498, 5.465078895144473e-06)",0.9998735831963548,44.0
273,"(('Deer', 'Rhinos'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9991419797600595, 0.0007617594763039417)",0.9983802202837556,40.0
274,"(('Deer', 'Squirrels'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9989694846460189, 0.0009293619337762473)",0.9980401227122426,42.0
275,"(('Deer', 'Wolves'), 'Hedgehogs')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998878705669748, 5.140932884122252e-06)",0.9998827296340906,27.0
276,"(('Deer', 'Zebras'), 'Lions')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998331520206726, 4.440413745225827e-06)",0.9998287116069272,86.0
277,"(('Deer',), 'All mammals')",Mammals,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.023369512283270364, 0.9764675452586078)",-0.9530980329753376,14.0
278,"(('Deer',), 'Donkeys')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9820510492492242, 0.017676922564805273)",0.9643741266844188,104.0
279,"(('Deer',), 'Foxes')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999728191626591, 0.0001628451188466684)",0.9995653465077444,44.0
280,"(('Deer',), 'Hedgehogs')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9839810994405277, 0.01572836671167522)",0.9682527327288524,99.0
281,"(('Deer',), 'Hippos')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.906611668448076, 0.09322232941396329)",0.8133893390341127,116.0
282,"(('Deer',), 'Lions')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997041107838511, 0.00019634642193482103)",0.9995077643619164,47.0
283,"(('Deer',), 'Rhinos')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998097884925031, 0.00010916216817100288)",0.999700626324332,38.0
284,"(('Deer',), 'Squirrels')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997828462412913, 0.00011325552601014383)",0.9996695907152812,39.0
285,"(('Deer',), 'Zebras')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9990613339628432, 0.0007148057003232789)",0.99834652826252,60.0
286,"(('Dogs', 'Cows'), 'Cats')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998918040236069, 4.214637384440336e-06)",0.9998875893862224,20.0
287,"(('Dogs', 'Foxes'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999835299304649, 7.535479489094968e-05)",0.999759944509758,15.0
288,"(('Dogs', 'Hamsters'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998338690412762, 7.177179402282709e-05)",0.9997620972472534,14.0
289,"(('Dogs', 'Hedgehogs'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9996588690983819, 0.00021473861792884946)",0.999444130480453,26.0
290,"(('Dogs', 'Horses'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999161212080226, 9.122040863684732e-06)",0.999906999167159,1.0
291,"(('Dogs', 'Wolves'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998581885561936, 5.4922305428769814e-05)",0.9998032662507648,10.0
292,"(('Dogs',), 'All mammals')",Mammals,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.986731618438823, 0.013105110635586689)",0.9736265078032362,4.0
293,"(('Dogs',), 'Canines')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999102832947844, 3.299475636987573e-06)",0.9999069838191472,2.0
294,"(('Dogs',), 'Cats')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999198210545035, 6.092811038880581e-06)",0.9999137282434646,1.0
295,"(('Dogs',), 'Foxes')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998713006824678, 2.3017126239907288e-05)",0.999848283556228,25.0
296,"(('Dogs',), 'Rabbits')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998934718305285, 3.0456564625487198e-05)",0.9998630152659028,20.0
297,"(('Dolphins', 'Elephants'), 'Horses')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998968121442331, 3.50478282808774e-06)",0.999893307361405,12.0
298,"(('Dolphins', 'Rhinos'), 'Horses')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998926402734679, 4.557401241838832e-06)",0.999888082872226,18.0
299,"(('Dolphins', 'Seals'), 'Horses')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998853684157022, 5.8489932824471565e-06)",0.9998795194224196,32.0
300,"(('Dolphins',), 'Horses')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9990712875206278, 0.000830725036943653)",0.998240562483684,62.0
301,"(('Donkeys', 'Beavers'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8476168272206143, 0.1520368885121186)",0.6955799387084957,98.0
302,"(('Donkeys', 'Giraffes'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9887291552936212, 0.011095157800842317)",0.9776339974927788,73.0
303,"(('Donkeys', 'Hamsters'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9813791860283834, 0.018406741419020364)",0.962972444609363,81.0
304,"(('Donkeys', 'Hamsters'), 'Zebras')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998636704637159, 1.280146423783872e-05)",0.999850868999478,71.0
305,"(('Donkeys', 'Horses'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9996190536984753, 0.00028246271454497926)",0.9993365909839302,32.0
306,"(('Donkeys', 'Lions'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998534190240412, 5.882380135582585e-05)",0.9997945952226854,11.0
307,"(('Donkeys',), 'All mammals')",Mammals,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.00010149916359091302, 0.9997796292452027)",-0.9996781300816118,26.0
308,"(('Donkeys',), 'Horses')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999129047130147, 1.5036815458408448e-05)",0.9998978678975564,6.0
309,"(('Donkeys',), 'Llamas')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998846513631656, 3.725508918703375e-05)",0.9998473962739786,26.0
310,"(('Donkeys',), 'Zebras')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998599764342148, 7.363721657838432e-05)",0.9997863392176364,31.0
311,"(('Doves', 'Herons'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9985752553137703, 0.0012900542593261202)",0.9972852010544442,40.0
312,"(('Doves', 'Herons'), 'Storks')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998581885561936, 1.007489371063581e-05)",0.9998481136624828,42.0
313,"(('Doves', 'Magpies'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9980863172303143, 0.0018076095449253153)",0.996278707685389,46.0
314,"(('Doves', 'Swallows'), 'Peacocks')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997817745346416, 3.486552637103458e-05)",0.9997469090082706,95.0
315,"(('Doves', 'Turkeys'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9991614092838935, 0.0006999210604959758)",0.9984614882233976,29.0
316,"(('Doves',), 'All birds')",Birds,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.05199050880712253, 0.9478629203210405)",-0.8958724115139179,12.0
317,"(('Doves',), 'Ducks')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998502018008708, 6.575900093013648e-05)",0.9997844427999408,34.0
318,"(('Doves',), 'Peacocks')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997259244655633, 0.0001783765130130041)",0.9995475479525504,64.0
319,"(('Doves',), 'Robins')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998522261796268, 2.6912007378564613e-05)",0.9998253141722482,24.0
320,"(('Doves',), 'Storks')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9995764373280064, 0.0002964962461933679)",0.9992799410818132,83.0
321,"(('Doves',), 'Swallows')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997596630955421, 0.00011830115780539174)",0.9996413619377368,58.0
322,"(('Ducks', 'Magpies'), 'Turkeys')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998300550122857, 1.3633630319424827e-05)",0.9998164213819662,77.0
323,"(('Ducks', 'Ostriches'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9986771212765078, 0.0011747745760051533)",0.9975023467005026,39.0
324,"(('Ducks', 'Storks'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997217533177903, 0.00019100919303549838)",0.9995307441247548,9.0
325,"(('Ducks', 'Storks'), 'Eagles')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998909705901382, 2.9770669115974464e-06)",0.9998879935232268,8.0
326,"(('Ducks', 'Storks'), 'Pelicans')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998938303513961, 1.3648896159953096e-06)",0.99989246546178,5.0
327,"(('Ducks', 'Swallows'), 'Chickens')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998363720085203, 4.046727613976469e-06)",0.9998323252809064,59.0
328,"(('Ducks', 'Turkeys'), 'Pelicans')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998952607055429, 2.028970573871073e-06)",0.999893231734969,4.0
329,"(('Ducks', 'Vultures'), 'Turkeys')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998083582656236, 1.9181064299130183e-05)",0.9997891772013244,87.0
330,"(('Ducks',), 'All birds')",Birds,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.17044229249314394, 0.8293604561209891)",-0.6589181636278452,6.0
331,"(('Ducks',), 'Chickens')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999837326462775, 5.251298949591039e-05)",0.9997848134732792,33.0
332,"(('Ducks',), 'Eagles')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998840563269873, 2.3226283757043444e-05)",0.9998608300432302,16.0
333,"(('Ducks',), 'Magpies')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997013688691555, 0.00020324162821068402)",0.9994981272409448,68.0
334,"(('Ducks',), 'Pelicans')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999016992018401, 7.162524896344737e-06)",0.9998945366769438,4.0
335,"(('Ducks',), 'Seagulls')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997877355512865, 0.00011145997501322133)",0.9996762755762733,55.0
336,"(('Ducks',), 'Sparrows')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9995323291121373, 0.0003588507478758273)",0.9991734783642616,86.0
337,"(('Ducks',), 'Storks')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9995620136440398, 0.00033117686167037375)",0.9992308367823696,84.0
338,"(('Ducks',), 'Turkeys')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998090752484506, 9.693731746952675e-05)",0.9997121379309812,50.0
339,"(('Eagles', 'Blackbirds'), 'Magpies')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998487705763223, 7.736392997337555e-06)",0.9998410341833248,48.0
340,"(('Eagles', 'Ostriches'), 'Blackbirds')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998122932691133, 3.8007843942499845e-05)",0.9997742854251708,91.0
341,"(('Eagles', 'Parrots'), 'Falcons')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999894904062965, 1.436120754494607e-06)",0.9998934679422103,3.0
342,"(('Eagles', 'Peacocks'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.990388851181259, 0.009461295124034166)",0.9809275560572248,65.0
343,"(('Eagles', 'Pelicans'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9993724124155221, 0.0005430566042005781)",0.9988293558113216,21.0
344,"(('Eagles', 'Robins'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998243330412474, 0.00010063061726822845)",0.9997237024239792,4.0
345,"(('Eagles', 'Storks'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9995990269511889, 0.0003278724162821416)",0.9992711545349068,14.0
346,"(('Eagles', 'Turkeys'), 'Vultures')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998294581239193, 1.1284098902713367e-05)",0.9998181740250166,76.0
347,"(('Eagles', 'Vultures'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8677096889508169, 0.13205398007853933)",0.7356557088722776,91.0
348,"(('Eagles', 'Vultures'), 'Canaries')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997047057379356, 0.00013161323160714987)",0.9995730925063284,98.0
349,"(('Eagles',), 'All birds')",Birds,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.05466286417607646, 0.9451749767939398)",-0.8905121126178633,11.0
350,"(('Eagles',), 'Blackbirds')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9976827310226857, 0.002210015831286675)",0.995472715191399,121.0
351,"(('Eagles',), 'Canaries')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9988855017150414, 0.0010123411096894044)",0.997873160605352,104.0
352,"(('Eagles',), 'Falcons')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998971678475883, 6.296176585438702e-06)",0.9998908716710028,5.0
353,"(('Eagles',), 'Magpies')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9996961224801292, 0.00020324691256171377)",0.9994928755675676,69.0
354,"(('Eagles',), 'Robins')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998726136743271, 2.7818702824509898e-05)",0.9998447949715026,18.0
355,"(('Eagles',), 'Turkeys')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9994087676467679, 0.00049975329065657)",0.9989090143561112,94.0
356,"(('Eagles',), 'Vultures')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998448363491247, 5.967048788958962e-05)",0.9997851658612352,32.0
357,"(('Elephants', 'Camels'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9984651675619026, 0.0014098527678623272)",0.9970553147940404,51.0
358,"(('Elephants', 'Donkeys'), 'Horses')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998554462089062, 7.342677498812583e-06)",0.9998481035314074,76.0
359,"(('Elephants', 'Giraffes'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9975152415355154, 0.0023091148723973273)",0.995206126663118,55.0
360,"(('Elephants', 'Hedgehogs'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9950941447105283, 0.00474638026935038)",0.990347764441178,68.0
361,"(('Elephants', 'Llamas'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9965144726027301, 0.0033341993613351974)",0.9931802732413948,64.0
362,"(('Elephants', 'Llamas'), 'Squirrels')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997902365434309, 6.10369585128897e-05)",0.999729199584918,108.0
363,"(('Elephants', 'Rhinos'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9988484839040656, 0.001032328859890854)",0.9978161550441746,45.0
364,"(('Elephants', 'Rhinos'), 'Horses')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998709440284385, 7.299556245100584e-06)",0.9998636444721932,57.0
365,"(('Elephants', 'Zebras'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9996147619432432, 0.0002536728787275629)",0.9993610890645156,31.0
366,"(('Elephants',), 'All mammals')",Mammals,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.839125425204231, 0.16068534583074887)",0.678440079373482,6.0
367,"(('Elephants',), 'Hamsters')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.10032431406318006, 0.8995195783626652)",-0.7991952642994851,148.0
368,"(('Elephants',), 'Hedgehogs')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.8526754368245398, 0.147165864258238)",0.7055095725663019,118.0
369,"(('Elephants',), 'Horses')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9990044711679555, 0.0007353713119415862)",0.998269099856014,61.0
370,"(('Elephants',), 'Mice')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9830842337675869, 0.016632155151111962)",0.966452078616475,102.0
371,"(('Elephants',), 'Squirrels')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9097565251960582, 0.09007568658561099)",0.8196808386104473,113.0
372,"(('Elephants',), 'Wolves')",Mammals,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9851110914220478, 0.014559094923401758)",0.970551996498646,97.0
373,"(('Falcons', 'Eagles'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9985722765682264, 0.0013309876744236257)",0.9972412888938028,41.0
374,"(('Falcons', 'Robins'), 'Sparrows')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998907322001609, 3.4309615527312136e-06)",0.999887301238608,9.0
375,"(('Falcons', 'Sparrows'), 'Robins')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9999043224773861, 3.106530653361869e-06)",0.9999012159467328,1.0
376,"(('Falcons', 'Storks'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9993679997963141, 0.0005464706266044195)",0.9988215291697096,22.0
377,"(('Falcons', 'Swans'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9996433708073138, 0.00028605999397486695)",0.9993573108133388,13.0
378,"(('Falcons', 'Vultures'), 'All birds')",Birds,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9180262995727096, 0.08174548500717478)",0.8362808145655348,87.0
379,"(('Falcons', 'Woodpeckers'), 'Swans')",Birds,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998413798415078, 7.54556186496155e-06)",0.9998338342796428,56.0
380,"(('Falcons',), 'All birds')",Birds,General,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.14693800732931497, 0.852855327681259)",-0.7059173203519441,7.0
381,"(('Falcons',), 'Canaries')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9997359390702261, 0.00017200930220947618)",0.9995639297680166,63.0
382,"(('Falcons',), 'Herons')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998667704058507, 2.2296830938009543e-05)",0.9998444735749128,19.0
383,"(('Falcons',), 'Robins')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998498423447894, 5.313525043326364e-05)",0.999796707094356,30.0
384,"(('Falcons',), 'Sparrows')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9989852808759857, 0.0009244181919680106)",0.9980608626840176,103.0
385,"(('Falcons',), 'Swans')",Birds,Specific,True,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.999790121097659, 8.338784521901403e-05)",0.99970673325244,52.0
386,"(('Foxes', 'Beavers'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9310160577518994, 0.06872530547855006)",0.8622907522733494,94.0
387,"(('Foxes', 'Deer'), 'Hippos')",Mammals,Specific,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9998500816788748, 2.7003420899614196e-05)",0.9998230782579752,89.0
388,"(('Foxes', 'Donkeys'), 'All mammals')",Mammals,General,False,two_choice_isitlikelythattheclaimistrue,text-davinci-003,"(0.9044356327761705, 0.09529480327277919)",0.8091408295033913,95.0
