,domain,c1,c2,prompt_name,prompt
1651,Vehicles,Zeppelins,Taxis,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, are zeppelins and taxis similar to one another?
A - Yes
B - No
Answer:"
1652,Vehicles,Zeppelins,Tractors,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, are zeppelins and tractors similar to one another?
A - Yes
B - No
Answer:"
1653,Vehicles,Zeppelins,Trams,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, are zeppelins and trams similar to one another?
A - Yes
B - No
Answer:"
1654,Vehicles,Zeppelins,Trains,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, are zeppelins and trains similar to one another?
A - Yes
B - No
Answer:"
1655,Vehicles,Zeppelins,Airplanes,two_choice_similarity,"You are an expert on vehicles and the different properties that they have. With these properties in mind, we will ask you whether two vehicles are similar or not.

Question: With their respective properties in mind, are zeppelins and airplanes similar to one another?
A - Yes
B - No
Answer:"
1656,Insects,Bees,Leeches,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and leeches similar to one another?
A - Yes
B - No
Answer:"
1657,Insects,Bees,Horseflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and horseflies similar to one another?
A - Yes
B - No
Answer:"
1658,Insects,Bees,Centipedes,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and centipedes similar to one another?
A - Yes
B - No
Answer:"
1659,Insects,Bees,Bumblebees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and bumblebees similar to one another?
A - Yes
B - No
Answer:"
1660,Insects,Bees,Cockroaches,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and cockroaches similar to one another?
A - Yes
B - No
Answer:"
1661,Insects,Bees,Beetles,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and beetles similar to one another?
A - Yes
B - No
Answer:"
1662,Insects,Bees,Crickets,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and crickets similar to one another?
A - Yes
B - No
Answer:"
1663,Insects,Bees,Dragonflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and dragonflies similar to one another?
A - Yes
B - No
Answer:"
1664,Insects,Bees,Ladybugs,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and ladybugs similar to one another?
A - Yes
B - No
Answer:"
1665,Insects,Bees,Lice,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and lice similar to one another?
A - Yes
B - No
Answer:"
1666,Insects,Bees,Cockchafers,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and cockchafers similar to one another?
A - Yes
B - No
Answer:"
1667,Insects,Bees,Ants,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and ants similar to one another?
A - Yes
B - No
Answer:"
1668,Insects,Bees,Moths,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and moths similar to one another?
A - Yes
B - No
Answer:"
1669,Insects,Bees,Mosquitoes,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and mosquitoes similar to one another?
A - Yes
B - No
Answer:"
1670,Insects,Bees,Earwigs,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and earwigs similar to one another?
A - Yes
B - No
Answer:"
1671,Insects,Bees,Caterpillars,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and caterpillars similar to one another?
A - Yes
B - No
Answer:"
1672,Insects,Bees,Spiders,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and spiders similar to one another?
A - Yes
B - No
Answer:"
1673,Insects,Bees,Grasshoppers,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and grasshoppers similar to one another?
A - Yes
B - No
Answer:"
1674,Insects,Bees,Flies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and flies similar to one another?
A - Yes
B - No
Answer:"
1675,Insects,Bees,Butterflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and butterflies similar to one another?
A - Yes
B - No
Answer:"
1676,Insects,Bees,Flees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and flees similar to one another?
A - Yes
B - No
Answer:"
1677,Insects,Bees,Wasps,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and wasps similar to one another?
A - Yes
B - No
Answer:"
1678,Insects,Bees,Worms,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bees and worms similar to one another?
A - Yes
B - No
Answer:"
1679,Insects,Leeches,Bees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and bees similar to one another?
A - Yes
B - No
Answer:"
1680,Insects,Leeches,Horseflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and horseflies similar to one another?
A - Yes
B - No
Answer:"
1681,Insects,Leeches,Centipedes,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and centipedes similar to one another?
A - Yes
B - No
Answer:"
1682,Insects,Leeches,Bumblebees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and bumblebees similar to one another?
A - Yes
B - No
Answer:"
1683,Insects,Leeches,Cockroaches,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and cockroaches similar to one another?
A - Yes
B - No
Answer:"
1684,Insects,Leeches,Beetles,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and beetles similar to one another?
A - Yes
B - No
Answer:"
1685,Insects,Leeches,Crickets,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and crickets similar to one another?
A - Yes
B - No
Answer:"
1686,Insects,Leeches,Dragonflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and dragonflies similar to one another?
A - Yes
B - No
Answer:"
1687,Insects,Leeches,Ladybugs,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and ladybugs similar to one another?
A - Yes
B - No
Answer:"
1688,Insects,Leeches,Lice,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and lice similar to one another?
A - Yes
B - No
Answer:"
1689,Insects,Leeches,Cockchafers,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and cockchafers similar to one another?
A - Yes
B - No
Answer:"
1690,Insects,Leeches,Ants,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and ants similar to one another?
A - Yes
B - No
Answer:"
1691,Insects,Leeches,Moths,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and moths similar to one another?
A - Yes
B - No
Answer:"
1692,Insects,Leeches,Mosquitoes,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and mosquitoes similar to one another?
A - Yes
B - No
Answer:"
1693,Insects,Leeches,Earwigs,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and earwigs similar to one another?
A - Yes
B - No
Answer:"
1694,Insects,Leeches,Caterpillars,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and caterpillars similar to one another?
A - Yes
B - No
Answer:"
1695,Insects,Leeches,Spiders,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and spiders similar to one another?
A - Yes
B - No
Answer:"
1696,Insects,Leeches,Grasshoppers,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and grasshoppers similar to one another?
A - Yes
B - No
Answer:"
1697,Insects,Leeches,Flies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and flies similar to one another?
A - Yes
B - No
Answer:"
1698,Insects,Leeches,Butterflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and butterflies similar to one another?
A - Yes
B - No
Answer:"
1699,Insects,Leeches,Flees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and flees similar to one another?
A - Yes
B - No
Answer:"
1700,Insects,Leeches,Wasps,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and wasps similar to one another?
A - Yes
B - No
Answer:"
1701,Insects,Leeches,Worms,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are leeches and worms similar to one another?
A - Yes
B - No
Answer:"
1702,Insects,Horseflies,Bees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and bees similar to one another?
A - Yes
B - No
Answer:"
1703,Insects,Horseflies,Leeches,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and leeches similar to one another?
A - Yes
B - No
Answer:"
1704,Insects,Horseflies,Centipedes,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and centipedes similar to one another?
A - Yes
B - No
Answer:"
1705,Insects,Horseflies,Bumblebees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and bumblebees similar to one another?
A - Yes
B - No
Answer:"
1706,Insects,Horseflies,Cockroaches,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and cockroaches similar to one another?
A - Yes
B - No
Answer:"
1707,Insects,Horseflies,Beetles,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and beetles similar to one another?
A - Yes
B - No
Answer:"
1708,Insects,Horseflies,Crickets,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and crickets similar to one another?
A - Yes
B - No
Answer:"
1709,Insects,Horseflies,Dragonflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and dragonflies similar to one another?
A - Yes
B - No
Answer:"
1710,Insects,Horseflies,Ladybugs,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and ladybugs similar to one another?
A - Yes
B - No
Answer:"
1711,Insects,Horseflies,Lice,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and lice similar to one another?
A - Yes
B - No
Answer:"
1712,Insects,Horseflies,Cockchafers,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and cockchafers similar to one another?
A - Yes
B - No
Answer:"
1713,Insects,Horseflies,Ants,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and ants similar to one another?
A - Yes
B - No
Answer:"
1714,Insects,Horseflies,Moths,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and moths similar to one another?
A - Yes
B - No
Answer:"
1715,Insects,Horseflies,Mosquitoes,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and mosquitoes similar to one another?
A - Yes
B - No
Answer:"
1716,Insects,Horseflies,Earwigs,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and earwigs similar to one another?
A - Yes
B - No
Answer:"
1717,Insects,Horseflies,Caterpillars,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and caterpillars similar to one another?
A - Yes
B - No
Answer:"
1718,Insects,Horseflies,Spiders,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and spiders similar to one another?
A - Yes
B - No
Answer:"
1719,Insects,Horseflies,Grasshoppers,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and grasshoppers similar to one another?
A - Yes
B - No
Answer:"
1720,Insects,Horseflies,Flies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and flies similar to one another?
A - Yes
B - No
Answer:"
1721,Insects,Horseflies,Butterflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and butterflies similar to one another?
A - Yes
B - No
Answer:"
1722,Insects,Horseflies,Flees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and flees similar to one another?
A - Yes
B - No
Answer:"
1723,Insects,Horseflies,Wasps,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and wasps similar to one another?
A - Yes
B - No
Answer:"
1724,Insects,Horseflies,Worms,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are horseflies and worms similar to one another?
A - Yes
B - No
Answer:"
1725,Insects,Centipedes,Bees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and bees similar to one another?
A - Yes
B - No
Answer:"
1726,Insects,Centipedes,Leeches,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and leeches similar to one another?
A - Yes
B - No
Answer:"
1727,Insects,Centipedes,Horseflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and horseflies similar to one another?
A - Yes
B - No
Answer:"
1728,Insects,Centipedes,Bumblebees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and bumblebees similar to one another?
A - Yes
B - No
Answer:"
1729,Insects,Centipedes,Cockroaches,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and cockroaches similar to one another?
A - Yes
B - No
Answer:"
1730,Insects,Centipedes,Beetles,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and beetles similar to one another?
A - Yes
B - No
Answer:"
1731,Insects,Centipedes,Crickets,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and crickets similar to one another?
A - Yes
B - No
Answer:"
1732,Insects,Centipedes,Dragonflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and dragonflies similar to one another?
A - Yes
B - No
Answer:"
1733,Insects,Centipedes,Ladybugs,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and ladybugs similar to one another?
A - Yes
B - No
Answer:"
1734,Insects,Centipedes,Lice,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and lice similar to one another?
A - Yes
B - No
Answer:"
1735,Insects,Centipedes,Cockchafers,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and cockchafers similar to one another?
A - Yes
B - No
Answer:"
1736,Insects,Centipedes,Ants,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and ants similar to one another?
A - Yes
B - No
Answer:"
1737,Insects,Centipedes,Moths,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and moths similar to one another?
A - Yes
B - No
Answer:"
1738,Insects,Centipedes,Mosquitoes,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and mosquitoes similar to one another?
A - Yes
B - No
Answer:"
1739,Insects,Centipedes,Earwigs,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and earwigs similar to one another?
A - Yes
B - No
Answer:"
1740,Insects,Centipedes,Caterpillars,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and caterpillars similar to one another?
A - Yes
B - No
Answer:"
1741,Insects,Centipedes,Spiders,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and spiders similar to one another?
A - Yes
B - No
Answer:"
1742,Insects,Centipedes,Grasshoppers,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and grasshoppers similar to one another?
A - Yes
B - No
Answer:"
1743,Insects,Centipedes,Flies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and flies similar to one another?
A - Yes
B - No
Answer:"
1744,Insects,Centipedes,Butterflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and butterflies similar to one another?
A - Yes
B - No
Answer:"
1745,Insects,Centipedes,Flees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and flees similar to one another?
A - Yes
B - No
Answer:"
1746,Insects,Centipedes,Wasps,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and wasps similar to one another?
A - Yes
B - No
Answer:"
1747,Insects,Centipedes,Worms,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are centipedes and worms similar to one another?
A - Yes
B - No
Answer:"
1748,Insects,Bumblebees,Bees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and bees similar to one another?
A - Yes
B - No
Answer:"
1749,Insects,Bumblebees,Leeches,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and leeches similar to one another?
A - Yes
B - No
Answer:"
1750,Insects,Bumblebees,Horseflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and horseflies similar to one another?
A - Yes
B - No
Answer:"
1751,Insects,Bumblebees,Centipedes,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and centipedes similar to one another?
A - Yes
B - No
Answer:"
1752,Insects,Bumblebees,Cockroaches,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and cockroaches similar to one another?
A - Yes
B - No
Answer:"
1753,Insects,Bumblebees,Beetles,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and beetles similar to one another?
A - Yes
B - No
Answer:"
1754,Insects,Bumblebees,Crickets,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and crickets similar to one another?
A - Yes
B - No
Answer:"
1755,Insects,Bumblebees,Dragonflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and dragonflies similar to one another?
A - Yes
B - No
Answer:"
1756,Insects,Bumblebees,Ladybugs,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and ladybugs similar to one another?
A - Yes
B - No
Answer:"
1757,Insects,Bumblebees,Lice,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and lice similar to one another?
A - Yes
B - No
Answer:"
1758,Insects,Bumblebees,Cockchafers,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and cockchafers similar to one another?
A - Yes
B - No
Answer:"
1759,Insects,Bumblebees,Ants,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and ants similar to one another?
A - Yes
B - No
Answer:"
1760,Insects,Bumblebees,Moths,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and moths similar to one another?
A - Yes
B - No
Answer:"
1761,Insects,Bumblebees,Mosquitoes,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and mosquitoes similar to one another?
A - Yes
B - No
Answer:"
1762,Insects,Bumblebees,Earwigs,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and earwigs similar to one another?
A - Yes
B - No
Answer:"
1763,Insects,Bumblebees,Caterpillars,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and caterpillars similar to one another?
A - Yes
B - No
Answer:"
1764,Insects,Bumblebees,Spiders,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and spiders similar to one another?
A - Yes
B - No
Answer:"
1765,Insects,Bumblebees,Grasshoppers,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and grasshoppers similar to one another?
A - Yes
B - No
Answer:"
1766,Insects,Bumblebees,Flies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and flies similar to one another?
A - Yes
B - No
Answer:"
1767,Insects,Bumblebees,Butterflies,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and butterflies similar to one another?
A - Yes
B - No
Answer:"
1768,Insects,Bumblebees,Flees,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and flees similar to one another?
A - Yes
B - No
Answer:"
1769,Insects,Bumblebees,Wasps,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and wasps similar to one another?
A - Yes
B - No
Answer:"
1770,Insects,Bumblebees,Worms,two_choice_similarity,"You are an expert on insects and the different properties that they have. With these properties in mind, we will ask you whether two insects are similar or not.

Question: With their respective properties in mind, are bumblebees and worms similar to one another?
A - Yes
B - No
Answer:"
