,gpt3_model,prompt_type,valid_prompt_completions,p1,p2,c1,c2,domain,prompt,is_flipped,argpair_id,gpt3_completion,gpt3_completion_probabilities,gpt3_argument_pair_rating
169,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']",['Turkeys'],['Canaries'],Canaries,Turkeys,Birds,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to living things and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other living things have the same property.

Argument A:
Fact - Turkeys have property P.
Claim - Canaries have property P.

Argument B:
Fact - Canaries have property P.
Claim - Turkeys have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Canaries', 'Turkeys', 'Turkeys', 'Canaries']","{
  ""finish_reason"": ""length"",
  ""index"": 9,
  ""logprobs"": {
    ""text_offset"": [
      798
    ],
    ""token_logprobs"": [
      -0.0796465
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.0796465,
        "" B"": -6.50282,
        "" C"": -6.5396166,
        "" E"": -3.849004,
        "" F"": -2.9872124
      }
    ]
  },
  ""text"": "" A""
}","[0.9234427256992283, 0.001499205466812958, 0.0014450424220913357, 0, 0.021300941614294414, 0.0504278135485188]",-0.8604226302926619
170,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Airplanes']","['Caravans', 'Carriages']",Buses,Buses,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Airplanes have property P.
Claim - Buses have property P.

Argument B:
Fact - Caravans have property P.
Fact - Carriages have property P.
Claim - Buses have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Caravans', 'Airplanes', 'Buses', 'Caravans', 'Carriages', 'Buses']","{
  ""finish_reason"": ""length"",
  ""index"": 10,
  ""logprobs"": {
    ""text_offset"": [
      850
    ],
    ""token_logprobs"": [
      -0.09345692
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.09345692,
        "" B"": -3.9304013,
        "" C"": -3.675295,
        "" D"": -4.75845,
        "" E"": -3.3962388
      }
    ]
  },
  ""text"": "" A""
}","[0.9107772528651152, 0.019635791128783296, 0.025341928551003284, 0.008578896386820741, 0.03349902985911003, 0]",0.9071593159172798
171,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Carriages']","['Caravans', 'Airplanes']",Buses,Buses,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Carriages have property P.
Claim - Buses have property P.

Argument B:
Fact - Caravans have property P.
Fact - Airplanes have property P.
Claim - Buses have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Caravans', 'Airplanes', 'Buses', 'Caravans', 'Carriages', 'Buses']","{
  ""finish_reason"": ""length"",
  ""index"": 11,
  ""logprobs"": {
    ""text_offset"": [
      850
    ],
    ""token_logprobs"": [
      -0.1367618
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.1367618,
        "" B"": -3.2912896,
        "" C"": -3.6637146,
        "" D"": -3.846269,
        "" E"": -3.1733198
      }
    ]
  },
  ""text"": "" A""
}","[0.8721779541794024, 0.03720583779656779, 0.02563710404683316, 0.021359279430207774, 0.04186438556554113, 0]",-0.8705149947753663
172,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Airplanes', 'Rockets']","['Caravans', 'Airplanes']",Jeeps,Jeeps,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Airplanes have property P.
Fact - Rockets have property P.
Claim - Jeeps have property P.

Argument B:
Fact - Caravans have property P.
Fact - Airplanes have property P.
Claim - Jeeps have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Caravans', 'Airplanes', 'Rockets', 'Jeeps', 'Caravans', 'Airplanes', 'Jeeps']","{
  ""finish_reason"": ""length"",
  ""index"": 12,
  ""logprobs"": {
    ""text_offset"": [
      882
    ],
    ""token_logprobs"": [
      -0.0016922518
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.0016922518,
        "" B"": -9.609087,
        "" C"": -6.5773454,
        "" Option"": -9.707763,
        ""A"": -9.2887125
      }
    ]
  },
  ""text"": "" A""
}","[0.9983091792507307, 6.711607331331821e-05, 0.0013915383739222912, 0, 0, 0]",0.9988126835225118
173,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Airplanes']","['Caravans', 'Airplanes', 'Rockets']",Jeeps,Jeeps,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Airplanes have property P.
Claim - Jeeps have property P.

Argument B:
Fact - Caravans have property P.
Fact - Airplanes have property P.
Fact - Rockets have property P.
Claim - Jeeps have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Caravans', 'Airplanes', 'Rockets', 'Jeeps', 'Caravans', 'Airplanes', 'Jeeps']","{
  ""finish_reason"": ""length"",
  ""index"": 13,
  ""logprobs"": {
    ""text_offset"": [
      882
    ],
    ""token_logprobs"": [
      -0.82669765
    ],
    ""tokens"": [
      "" D""
    ],
    ""top_logprobs"": [
      {
        "" "": -7.579742,
        "" B"": -5.3413234,
        "" D"": -0.82669765,
        "" E"": -1.0204195,
        "" F"": -1.635606
      }
    ]
  },
  ""text"": "" D""
}","[0, 0.004789528052860543, 0, 0.4374916539728128, 0.36044370232003325, 0.19483426595170988]",0.5739382667790721
174,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Bicycles']","['Caravans', 'Bicycles']",All vehicles,All things,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - All things have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Caravans', 'Bicycles', 'All vehicles', 'Caravans', 'Bicycles', 'All things']","{
  ""finish_reason"": ""length"",
  ""index"": 14,
  ""logprobs"": {
    ""text_offset"": [
      860
    ],
    ""token_logprobs"": [
      -0.004083047
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.004083047,
        "" B"": -7.671099,
        "" C"": -5.704421,
        "" Option"": -9.772542,
        ""A"": -8.888667
      }
    ]
  },
  ""text"": "" A""
}","[0.9959252773030414, 0.0004661052924023848, 0.00333120559490042, 0, 0, 0]",0.9973322046423441
175,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Bicycles']","['Caravans', 'Bicycles']",All things,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - All things have property P.

Argument B:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Caravans', 'Bicycles', 'All vehicles', 'Caravans', 'Bicycles', 'All things']","{
  ""finish_reason"": ""length"",
  ""index"": 15,
  ""logprobs"": {
    ""text_offset"": [
      860
    ],
    ""token_logprobs"": [
      -0.44669083
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.44669083,
        "" B"": -2.3430188,
        "" C"": -2.172849,
        "" D"": -2.3100312,
        "" E"": -3.1731539
      }
    ]
  },
  ""text"": "" A""
}","[0.6397416666338229, 0.09603728283913494, 0.11385278781901323, 0.09925815465690893, 0.04187133144325107, 0]",-0.6803074234986007
176,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Bicycles', 'Rockets']","['Caravans', 'Bicycles']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Fact - Rockets have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Caravans', 'Bicycles', 'Rockets', 'All vehicles', 'Caravans', 'Bicycles', 'All vehicles']","{
  ""finish_reason"": ""length"",
  ""index"": 0,
  ""logprobs"": {
    ""text_offset"": [
      894
    ],
    ""token_logprobs"": [
      -0.00035144386
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" "": -10.081797,
        "" A"": -0.00035144386,
        "" C"": -8.694111,
        "" Option"": -11.051868,
        ""A"": -9.086931
      }
    ]
  },
  ""text"": "" A""
}","[0.9996486178891594, 0, 0.00016756972913196754, 0, 0, 0]",0.9997039158997729
177,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Bicycles']","['Caravans', 'Bicycles', 'Rockets']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Fact - Rockets have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Caravans', 'Bicycles', 'Rockets', 'All vehicles', 'Caravans', 'Bicycles', 'All vehicles']","{
  ""finish_reason"": ""length"",
  ""index"": 1,
  ""logprobs"": {
    ""text_offset"": [
      894
    ],
    ""token_logprobs"": [
      -0.59324354
    ],
    ""tokens"": [
      "" E""
    ],
    ""top_logprobs"": [
      {
        "" "": -7.198933,
        "" B"": -6.1825933,
        "" D"": -3.520532,
        "" E"": -0.59324354,
        "" F"": -0.8846446
      }
    ]
  },
  ""text"": "" E""
}","[0, 0.0020650655700962806, 0, 0.02958369245631525, 0.5525322147777433, 0.4128608779641114]",0.7859318149517425
178,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Bicycles', 'Skateboards']","['Caravans', 'Bicycles']",Trucks,Trucks,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Fact - Skateboards have property P.
Claim - Trucks have property P.

Argument B:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - Trucks have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Caravans', 'Bicycles', 'Skateboards', 'Trucks', 'Caravans', 'Bicycles', 'Trucks']","{
  ""finish_reason"": ""length"",
  ""index"": 2,
  ""logprobs"": {
    ""text_offset"": [
      886
    ],
    ""token_logprobs"": [
      -0.0019804314
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.0019804314,
        "" B"": -9.577663,
        "" C"": -6.474051,
        "" Option"": -9.216809,
        ""A"": -8.634554
      }
    ]
  },
  ""text"": "" A""
}","[0.998021528360328, 6.925861612907294e-05, 0.0015429625141978667, 0, 0, 0]",0.9985764166766584
179,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Bicycles']","['Caravans', 'Bicycles', 'Skateboards']",Trucks,Trucks,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Claim - Trucks have property P.

Argument B:
Fact - Caravans have property P.
Fact - Bicycles have property P.
Fact - Skateboards have property P.
Claim - Trucks have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Caravans', 'Bicycles', 'Skateboards', 'Trucks', 'Caravans', 'Bicycles', 'Trucks']","{
  ""finish_reason"": ""length"",
  ""index"": 3,
  ""logprobs"": {
    ""text_offset"": [
      886
    ],
    ""token_logprobs"": [
      -0.8899482
    ],
    ""tokens"": [
      "" D""
    ],
    ""top_logprobs"": [
      {
        "" B"": -4.00288,
        "" C"": -5.6134377,
        "" D"": -0.8899482,
        "" E"": -0.8984835,
        "" F"": -1.8611033
      }
    ]
  },
  ""text"": "" D""
}","[0, 0.01826296573448442, 0.003648505307690609, 0.4106770252712916, 0.40718669037482164, 0.15550097146795747]",0.5465100413185683
180,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']",['Caravans'],['Rockets'],Cars,Cars,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Claim - Cars have property P.

Argument B:
Fact - Rockets have property P.
Claim - Cars have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Caravans', 'Cars', 'Rockets', 'Cars']","{
  ""finish_reason"": ""length"",
  ""index"": 4,
  ""logprobs"": {
    ""text_offset"": [
      779
    ],
    ""token_logprobs"": [
      -0.104548104
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.104548104,
        "" B"": -4.470341,
        "" C"": -2.577292,
        "" D"": -4.6368814,
        "" E"": -6.482025
      }
    ]
  },
  ""text"": "" A""
}","[0.9007314675782061, 0.011443412981277705, 0.0759794781120899, 0.009687863135988038, 0.0015307078553683802, 0]",0.9291500859034199
181,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']",['Rockets'],['Caravans'],Cars,Cars,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Rockets have property P.
Claim - Cars have property P.

Argument B:
Fact - Caravans have property P.
Claim - Cars have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Caravans', 'Cars', 'Rockets', 'Cars']","{
  ""finish_reason"": ""length"",
  ""index"": 5,
  ""logprobs"": {
    ""text_offset"": [
      779
    ],
    ""token_logprobs"": [
      -0.04066465
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.04066465,
        "" B"": -6.3337893,
        "" C"": -4.803158,
        "" D"": -5.9336886,
        "" E"": -3.6732998
      }
    ]
  },
  ""text"": "" A""
}","[0.9601510626235713, 0.0017752938863238538, 0.008203798502160041, 0.00264869397524371, 0.025392541241278054, 0]",-0.9463968638631839
182,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Rockets']","['Caravans', 'Rockets', 'Wheelbarrows']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Rockets have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Caravans have property P.
Fact - Rockets have property P.
Fact - Wheelbarrows have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Caravans', 'Rockets', 'All vehicles', 'Caravans', 'Rockets', 'Wheelbarrows', 'All vehicles']","{
  ""finish_reason"": ""length"",
  ""index"": 6,
  ""logprobs"": {
    ""text_offset"": [
      897
    ],
    ""token_logprobs"": [
      -1.0277812
    ],
    ""tokens"": [
      "" F""
    ],
    ""top_logprobs"": [
      {
        "" B"": -4.2362523,
        "" C"": -5.241772,
        "" D"": -1.2878538,
        "" E"": -1.082112,
        "" F"": -1.0277812
      }
    ]
  },
  ""text"": "" F""
}","[0, 0.01446168848073044, 0.005290873097205097, 0.27586220367082964, 0.3388790567522478, 0.35779996704931155]",-0.6612039691978091
183,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Rockets', 'Wheelbarrows']","['Caravans', 'Rockets']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Rockets have property P.
Fact - Wheelbarrows have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Caravans have property P.
Fact - Rockets have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Caravans', 'Rockets', 'All vehicles', 'Caravans', 'Rockets', 'Wheelbarrows', 'All vehicles']","{
  ""finish_reason"": ""length"",
  ""index"": 7,
  ""logprobs"": {
    ""text_offset"": [
      897
    ],
    ""token_logprobs"": [
      -0.0019500953
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" "": -10.080447,
        "" A"": -0.0019500953,
        "" C"": -6.387114,
        "" Option"": -9.586241,
        ""A"": -9.195956
      }
    ]
  },
  ""text"": "" A""
}","[0.9980518049004482, 0, 0.001683106644609413, 0, 0, 0]",-0.9986072300931693
184,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Skateboards']","['Caravans', 'Carts']",Airplanes,Airplanes,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Skateboards have property P.
Claim - Airplanes have property P.

Argument B:
Fact - Caravans have property P.
Fact - Carts have property P.
Claim - Airplanes have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Caravans', 'Skateboards', 'Airplanes', 'Caravans', 'Carts', 'Airplanes']","{
  ""finish_reason"": ""length"",
  ""index"": 8,
  ""logprobs"": {
    ""text_offset"": [
      856
    ],
    ""token_logprobs"": [
      -0.24142355
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.24142355,
        "" B"": -2.6510515,
        "" C"": -2.312562,
        "" D"": -4.420329,
        "" E"": -3.540845
      }
    ]
  },
  ""text"": "" A""
}","[0.7855088536454112, 0.07057696235404672, 0.0990072697228076, 0.012030273673529351, 0.028988821176016113, 0]",0.8416594355191733
185,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Carts']","['Caravans', 'Skateboards']",Airplanes,Airplanes,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Carts have property P.
Claim - Airplanes have property P.

Argument B:
Fact - Caravans have property P.
Fact - Skateboards have property P.
Claim - Airplanes have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Caravans', 'Skateboards', 'Airplanes', 'Caravans', 'Carts', 'Airplanes']","{
  ""finish_reason"": ""length"",
  ""index"": 9,
  ""logprobs"": {
    ""text_offset"": [
      856
    ],
    ""token_logprobs"": [
      -0.16752696
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.16752696,
        "" B"": -2.76986,
        "" C"": -2.7167747,
        "" D"": -5.4369874,
        "" E"": -3.937489
      }
    ]
  },
  ""text"": "" A""
}","[0.8457538154586121, 0.06267077803693336, 0.06608756327356209, 0.0043525761098816415, 0.01949711057563476, 0]",-0.8946209817470837
186,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Skateboards']","['Caravans', 'Carts']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Skateboards have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Caravans have property P.
Fact - Carts have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",False,"['Caravans', 'Skateboards', 'All vehicles', 'Caravans', 'Carts', 'All vehicles']","{
  ""finish_reason"": ""length"",
  ""index"": 10,
  ""logprobs"": {
    ""text_offset"": [
      862
    ],
    ""token_logprobs"": [
      -0.21778142
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.21778142,
        "" B"": -3.1383212,
        "" C"": -2.4549506,
        "" D"": -4.6017933,
        "" E"": -3.0078907
      }
    ]
  },
  ""text"": "" A""
}","[0.8043012266164364, 0.04335552209068743, 0.0858674371877919, 0.010033825940909756, 0.04939575942855904, 0]",0.8253397616849123
187,text-davinci-003,six_choice_multichoice,"['A', 'B', 'C', 'D', 'E', 'F']","['Caravans', 'Carts']","['Caravans', 'Skateboards']",All vehicles,All vehicles,Vehicles,"We're going to show you two arguments labelled 'A' and 'B'. Each makes a claim relating to objects and the sorts of properties they have. Each claim may be true or false, and to help you decide which, each argument will provide you with additional facts about whether or not other objects have the same property.

Argument A:
Fact - Caravans have property P.
Fact - Carts have property P.
Claim - All vehicles have property P.

Argument B:
Fact - Caravans have property P.
Fact - Skateboards have property P.
Claim - All vehicles have property P.

Question: Given the facts presented, which argument has a more likely claim?
A - Argument A is much more likely
B - Argument A is moderately more likely
C - Argument A is slightly more likely
D - Argument B is slightly more likely
E - Argument B is moderately more likely
F - Argument B is much more likely
Answer:",True,"['Caravans', 'Skateboards', 'All vehicles', 'Caravans', 'Carts', 'All vehicles']","{
  ""finish_reason"": ""length"",
  ""index"": 11,
  ""logprobs"": {
    ""text_offset"": [
      862
    ],
    ""token_logprobs"": [
      -0.033074398
    ],
    ""tokens"": [
      "" A""
    ],
    ""top_logprobs"": [
      {
        "" A"": -0.033074398,
        "" B"": -4.0479136,
        "" C"": -4.3949537,
        "" D"": -8.019643,
        "" E"": -6.248229
      }
    ]
  },
  ""text"": "" A""
}","[0.9674665793329025, 0.01745876262869174, 0.012339451628815164, 0.00032893743251856964, 0.0019338759996686723, 0]",-0.9816764741928355
