,i,domain,gpt_version,spearmanr,pval
12144,269,Vehicles,GPT-3,0.7962538268824679,3.8087077417974095e-122
12145,269,Vehicles,GPT-3 Embeddings,0.5614922155415346,3.529687541745112e-47
12146,269,Vehicles,GPT-4,0.8516146288934751,2.041669948716214e-156
12147,269,Weapons,GPT-3,0.6923484696182852,7.2939324055245156e-40
12148,269,Weapons,GPT-3 Embeddings,0.24965165998001812,3.338607306415962e-05
12149,269,Weapons,GPT-4,0.8527415159252222,1.465547662766175e-77
12150,270,Birds,GPT-3,0.5139114625774324,1.5590800423168887e-38
12151,270,Birds,GPT-3 Embeddings,0.1964514438490638,3.3114247679732696e-06
12152,270,Birds,GPT-4,0.7151846797278658,1.3086080397489124e-87
12153,270,Clothing,GPT-3,0.5938464964670975,3.0684735062844053e-73
12154,270,Clothing,GPT-3 Embeddings,0.33716709533209366,1.4867171595319581e-21
12155,270,Clothing,GPT-4,0.6468221324506465,8.33444223444773e-91
12156,270,Fish,GPT-3,0.5757232579205871,3.190837752312477e-34
12157,270,Fish,GPT-3 Embeddings,-0.13495256095042435,0.009159502892282725
12158,270,Fish,GPT-4,0.7089711740348176,4.46536831290315e-58
12159,270,Fruit,GPT-3,0.5108160326360206,1.7661443780464163e-51
12160,270,Fruit,GPT-3 Embeddings,0.22017457009512995,9.41494596663453e-10
12161,270,Fruit,GPT-4,0.622911930336563,1.8531574503033146e-82
12162,270,Insects,GPT-3,0.4784903119363374,6.256265800632197e-33
12163,270,Insects,GPT-3 Embeddings,0.33086060189604904,1.4429691859658304e-15
12164,270,Insects,GPT-4,0.5664020551141722,3.751135647434224e-48
12165,270,KitchenUtensils,GPT-3,0.5885486285045437,7.602985597230643e-77
12166,270,KitchenUtensils,GPT-3 Embeddings,0.4451477985886879,8.978438559645053e-41
12167,270,KitchenUtensils,GPT-4,0.725456700145611,1.479150419919903e-133
12168,270,Mammals,GPT-3,0.6999533668920289,4.409948008791026e-85
12169,270,Mammals,GPT-3 Embeddings,0.6215400234864218,3.2138874280298895e-62
12170,270,Mammals,GPT-4,0.7405731673259366,3.901396873033836e-100
12171,270,MusicalInstruments,GPT-3,0.5844037855212713,1.1626062542695909e-43
12172,270,MusicalInstruments,GPT-3 Embeddings,0.17074101295932628,0.00022681870505623247
12173,270,MusicalInstruments,GPT-4,0.718336725262465,1.682573057511143e-74
12174,270,Professions,GPT-3,0.5633455243027364,4.950534575958259e-60
12175,270,Professions,GPT-3 Embeddings,0.39688673763675364,6.658042389464256e-28
12176,270,Professions,GPT-4,0.7215781219116779,6.932943613998965e-114
12177,270,Reptiles,GPT-3,0.4884332270267878,9.84096890619589e-16
12178,270,Reptiles,GPT-3 Embeddings,0.4917827199572041,5.85841040335214e-16
12179,270,Reptiles,GPT-4,0.5858721828307449,2.0188344539212152e-23
12180,270,Sports,GPT-3,0.544099898048707,1.555982724542001e-47
12181,270,Sports,GPT-3 Embeddings,0.18713600222548027,3.928113341978573e-06
12182,270,Sports,GPT-4,0.6450801433150583,6.786947045989926e-72
12183,270,Tools,GPT-3,0.40281838016076543,8.134771368057895e-18
12184,270,Tools,GPT-3 Embeddings,0.17424845527335794,0.0003333867150446507
12185,270,Tools,GPT-4,0.6672208824739533,1.9621287986756703e-55
12186,270,Vegetables,GPT-3,0.40811960193744706,1.738792758932557e-25
12187,270,Vegetables,GPT-3 Embeddings,0.19596345503497983,1.3176672907022338e-06
12188,270,Vegetables,GPT-4,0.5183295503594506,1.4707934618555582e-42
12189,270,Vehicles,GPT-3,0.7994622061914914,7.880158730564563e-124
12190,270,Vehicles,GPT-3 Embeddings,0.510809926747252,5.130435349538066e-38
12191,270,Vehicles,GPT-4,0.8344177121668405,1.9983270791911814e-144
12192,270,Weapons,GPT-3,0.755648469993598,3.602460678288279e-51
12193,270,Weapons,GPT-3 Embeddings,0.3076828798874634,2.4966071874166346e-07
12194,270,Weapons,GPT-4,0.8229218573459023,9.2975588790863e-68
12195,271,Birds,GPT-3,0.5303553988165792,2.2880000573330608e-41
12196,271,Birds,GPT-3 Embeddings,0.2241954832681037,1.0186114627495656e-07
12197,271,Birds,GPT-4,0.6715688370420471,1.2158777449713441e-73
12198,271,Clothing,GPT-3,0.5049022635871991,3.7787834466614815e-50
12199,271,Clothing,GPT-3 Embeddings,0.3302135948397647,1.0866722262551152e-20
12200,271,Clothing,GPT-4,0.6105111821399161,2.0816111396292246e-78
12201,271,Fish,GPT-3,0.5455816667958187,3.0854378802650277e-30
12202,271,Fish,GPT-3 Embeddings,-0.05065809350010398,0.32986022597483466
12203,271,Fish,GPT-4,0.6936563363816459,1.1388779342766118e-54
12204,271,Fruit,GPT-3,0.5248883959172216,9.4243090709546e-55
12205,271,Fruit,GPT-3 Embeddings,0.23381319856921207,7.586063674761048e-11
12206,271,Fruit,GPT-4,0.6354767264608993,9.408432655709205e-87
12207,271,Insects,GPT-3,0.5519237547390536,2.5063237161187106e-45
12208,271,Insects,GPT-3 Embeddings,0.25874283483905125,6.799408022585181e-10
12209,271,Insects,GPT-4,0.5968231145336786,1.4495226466184514e-54
12210,271,KitchenUtensils,GPT-3,0.5078093892670639,1.9259408931728948e-54
12211,271,KitchenUtensils,GPT-3 Embeddings,0.4274669373717968,2.1027406541667785e-37
12212,271,KitchenUtensils,GPT-4,0.7055296528790415,2.9063748993740306e-123
12213,271,Mammals,GPT-3,0.6798225016941248,1.5743097329738236e-78
12214,271,Mammals,GPT-3 Embeddings,0.6191045732829416,1.3016676450538332e-61
12215,271,Mammals,GPT-4,0.7347128734780887,8.587023178836325e-98
12216,271,MusicalInstruments,GPT-3,0.6226795035481184,5.908979881364998e-51
12217,271,MusicalInstruments,GPT-3 Embeddings,0.2706957835244302,3.3515455282169574e-09
12218,271,MusicalInstruments,GPT-4,0.7426439536072177,3.9781628533538096e-82
12219,271,Professions,GPT-3,0.5345985056457193,3.868710145877311e-53
12220,271,Professions,GPT-3 Embeddings,0.40704548848062666,2.1471484987818547e-29
12221,271,Professions,GPT-4,0.6795019581220694,3.1505778099980065e-96
12222,271,Reptiles,GPT-3,0.45388479154255423,1.5080264303156416e-13
12223,271,Reptiles,GPT-3 Embeddings,0.4870196551421112,1.2228304418521445e-15
12224,271,Reptiles,GPT-4,0.530769808527717,9.03111740845112e-19
12225,271,Sports,GPT-3,0.5991239419066245,9.894393577575379e-60
12226,271,Sports,GPT-3 Embeddings,0.23865005531881084,3.2340159004225353e-09
12227,271,Sports,GPT-4,0.6710062271069606,9.89373113909947e-80
12228,271,Tools,GPT-3,0.4513152217060578,1.8169943719350605e-22
12229,271,Tools,GPT-3 Embeddings,0.1827917449564095,0.000165396760980125
12230,271,Tools,GPT-4,0.6835719724951038,3.935707408204561e-59
12231,271,Vegetables,GPT-3,0.36670016085982193,1.556182474240818e-20
12232,271,Vegetables,GPT-3 Embeddings,0.17457609368609808,1.705114225095401e-05
12233,271,Vegetables,GPT-4,0.540636831123765,7.688554163014526e-47
12234,271,Vehicles,GPT-3,0.7887281197067141,2.6020528196117655e-118
12235,271,Vehicles,GPT-3 Embeddings,0.5071541922857118,2.056292903542216e-37
12236,271,Vehicles,GPT-4,0.8314643648834587,1.664087677123924e-142
12237,271,Weapons,GPT-3,0.6808042833675183,4.1261564980411126e-38
12238,271,Weapons,GPT-3 Embeddings,0.41730367631154114,8.413748920658987e-13
12239,271,Weapons,GPT-4,0.8376675686000636,2.3431247362222857e-72
12240,272,Birds,GPT-3,0.48640188820219915,3.989988311211267e-34
12241,272,Birds,GPT-3 Embeddings,0.16140698873116813,0.0001397502661511014
12242,272,Birds,GPT-4,0.6629660873459077,3.649606519280649e-71
12243,272,Clothing,GPT-3,0.5723419775775896,5.320260544147218e-67
12244,272,Clothing,GPT-3 Embeddings,0.2599863665010704,3.8182626700687283e-13
12245,272,Clothing,GPT-4,0.6553500209822497,5.74049201310006e-94
12246,272,Fish,GPT-3,0.5294224460104409,2.9184275795171334e-28
12247,272,Fish,GPT-3 Embeddings,-0.13664313341274956,0.008315177126131713
12248,272,Fish,GPT-4,0.6932820182733874,1.371077865822003e-54
12249,272,Fruit,GPT-3,0.5504451310734303,4.1901361132146826e-61
12250,272,Fruit,GPT-3 Embeddings,0.15906094896316134,1.1117058616598241e-05
12251,272,Fruit,GPT-4,0.6387405300334152,6.685800952605621e-88
12252,272,Insects,GPT-3,0.5392619969660064,5.736852642448534e-43
12253,272,Insects,GPT-3 Embeddings,0.32571266545739946,4.152353109521364e-15
12254,272,Insects,GPT-4,0.6785689363403945,1.0150390255564111e-75
12255,272,KitchenUtensils,GPT-3,0.5925202880131694,4.0852419790202915e-78
12256,272,KitchenUtensils,GPT-3 Embeddings,0.44518778560182515,8.817645172848226e-41
12257,272,KitchenUtensils,GPT-4,0.7294551081025521,9.86942449871482e-136
12258,272,Mammals,GPT-3,0.6643996568403411,7.445783751119732e-74
12259,272,Mammals,GPT-3 Embeddings,0.6189798528556681,1.3978651176810731e-61
12260,272,Mammals,GPT-4,0.7374995033015266,6.725814880280243e-99
12261,272,MusicalInstruments,GPT-3,0.53335684752766,2.543576821887493e-35
12262,272,MusicalInstruments,GPT-3 Embeddings,0.14862654725385066,0.00135643806161584
12263,272,MusicalInstruments,GPT-4,0.7488983645068229,3.1362830432173783e-84
12264,272,Professions,GPT-3,0.5367396845851244,1.2498227411883944e-53
12265,272,Professions,GPT-3 Embeddings,0.42760138305633194,1.4204044522650702e-32
12266,272,Professions,GPT-4,0.6883082899233108,1.1290679734462197e-99
12267,272,Reptiles,GPT-3,0.4945832461737564,3.780425256940412e-16
12268,272,Reptiles,GPT-3 Embeddings,0.4677857170379989,2.1309638214678305e-14
12269,272,Reptiles,GPT-4,0.4004010744646585,1.2882128268599833e-10
12270,272,Sports,GPT-3,0.5440879888368904,1.5646049395296408e-47
12271,272,Sports,GPT-3 Embeddings,0.20353537109248412,4.958683807283519e-07
12272,272,Sports,GPT-4,0.6645163971104878,1.0736064162843315e-77
12273,272,Tools,GPT-3,0.5022246564255186,3.197042161186894e-28
12274,272,Tools,GPT-3 Embeddings,0.09796776158240918,0.04479363597831882
12275,272,Tools,GPT-4,0.6614682917594694,3.454367725479025e-54
12276,272,Vegetables,GPT-3,0.345362429660945,3.0003306807045635e-18
12277,272,Vegetables,GPT-3 Embeddings,0.11759761493092495,0.00391974380426512
12278,272,Vegetables,GPT-4,0.5384438665508495,2.0944043619581505e-46
12279,272,Vehicles,GPT-3,0.761947045201445,7.62671802141865e-106
12280,272,Vehicles,GPT-3 Embeddings,0.5258451531168746,1.4193818896639994e-40
12281,272,Vehicles,GPT-4,0.8243985956298872,4.657741319735761e-138
12282,272,Weapons,GPT-3,0.6816682886263717,3.0702416796302924e-38
12283,272,Weapons,GPT-3 Embeddings,0.4167977132131891,9.020421069544006e-13
12284,272,Weapons,GPT-4,0.8499752877865394,1.4571196720502207e-76
12285,273,Birds,GPT-3,0.4489249425195704,9.928900884620165e-29
12286,273,Birds,GPT-3 Embeddings,0.2852128875444635,8.603216438711557e-12
12287,273,Birds,GPT-4,0.6911359301449167,1.3374144221638915e-79
12288,273,Clothing,GPT-3,0.5253657561077282,7.253014401991498e-55
12289,273,Clothing,GPT-3 Embeddings,0.3610317717603276,1.0860025917673365e-24
12290,273,Clothing,GPT-4,0.6049964515235853,1.1552365700751688e-76
12291,273,Fish,GPT-3,0.5791341215952611,1.0631363846497017e-34
12292,273,Fish,GPT-3 Embeddings,-0.1544821725643169,0.0028129659286291104
12293,273,Fish,GPT-4,0.6876578951549268,2.1535098752266824e-53
12294,273,Fruit,GPT-3,0.4830780844379463,1.8503960331939175e-45
12295,273,Fruit,GPT-3 Embeddings,0.1583268121301217,1.2216963674561253e-05
12296,273,Fruit,GPT-4,0.6623174286715641,1.253816693663643e-96
12297,273,Insects,GPT-3,0.6023817805071457,8.20718643173495e-56
12298,273,Insects,GPT-3 Embeddings,0.34273717648334306,1.1658688554727209e-16
12299,273,Insects,GPT-4,0.5713317303312268,3.8027635740781235e-49
12300,273,KitchenUtensils,GPT-3,0.5544542389449357,1.2386694449121609e-66
12301,273,KitchenUtensils,GPT-3 Embeddings,0.41724818472990854,1.5175157060556525e-35
12302,273,KitchenUtensils,GPT-4,0.736635933666719,9.711991827244886e-140
12303,273,Mammals,GPT-3,0.7430297259583536,3.892728401870644e-101
12304,273,Mammals,GPT-3 Embeddings,0.5852045407986489,1.1089137423005493e-53
12305,273,Mammals,GPT-4,0.7548023004475827,4.262167584464913e-106
12306,273,MusicalInstruments,GPT-3,0.587971904813068,2.6682440769727e-44
12307,273,MusicalInstruments,GPT-3 Embeddings,0.2724672763808008,2.622969162068934e-09
12308,273,MusicalInstruments,GPT-4,0.7216960949132246,1.661663176872051e-75
12309,273,Professions,GPT-3,0.6071847215911527,6.078834242517777e-72
12310,273,Professions,GPT-3 Embeddings,0.45439158485748016,4.637716117703457e-37
12311,273,Professions,GPT-4,0.695694896964295,1.1643726497317333e-102
12312,273,Reptiles,GPT-3,0.39174697740924974,3.447279071267842e-10
12313,273,Reptiles,GPT-3 Embeddings,0.5556206675049128,9.220854912222393e-21
12314,273,Reptiles,GPT-4,0.46310320135120614,4.1605818612527913e-14
12315,273,Sports,GPT-3,0.5445833945702115,1.2430542008362758e-47
12316,273,Sports,GPT-3 Embeddings,0.266294449409776,3.3722972965065414e-11
12317,273,Sports,GPT-4,0.6776638715831,7.123815063128827e-82
12318,273,Tools,GPT-3,0.3984155210624767,1.9788154505161975e-17
12319,273,Tools,GPT-3 Embeddings,0.1748372343755695,0.0003179895645147209
12320,273,Tools,GPT-4,0.7089922227675846,2.1785730808077623e-65
12321,273,Vegetables,GPT-3,0.34412054133863273,4.02603895989936e-18
12322,273,Vegetables,GPT-3 Embeddings,0.19679796782737086,1.1852918853608513e-06
12323,273,Vegetables,GPT-4,0.5199957086759855,7.221602051465531e-43
12324,273,Vehicles,GPT-3,0.7408832679537738,3.8377113089118857e-97
12325,273,Vehicles,GPT-3 Embeddings,0.5147355591273695,1.1337717047629228e-38
12326,273,Vehicles,GPT-4,0.829788434354064,1.9700332831291995e-141
12327,273,Weapons,GPT-3,0.7406019420398672,3.482067032785911e-48
12328,273,Weapons,GPT-3 Embeddings,0.3810519873263891,9.274302299425844e-11
12329,273,Weapons,GPT-4,0.8875506055603024,3.447539332373459e-92
12330,274,Birds,GPT-3,0.44191126136681963,8.60073195861793e-28
12331,274,Birds,GPT-3 Embeddings,0.16095819105699039,0.00014593927543798136
12332,274,Birds,GPT-4,0.6966171770105923,2.348657590468225e-81
12333,274,Clothing,GPT-3,0.5024305659086508,1.3356253229786262e-49
12334,274,Clothing,GPT-3 Embeddings,0.3076910853013696,4.84376683836327e-18
12335,274,Clothing,GPT-4,0.6601706918075921,8.426186706404293e-96
12336,274,Fish,GPT-3,0.5298488016477481,2.5964084969730555e-28
12337,274,Fish,GPT-3 Embeddings,-0.15217631756098832,0.003257340861041509
12338,274,Fish,GPT-4,0.6919974743670947,2.5862328960055354e-54
12339,274,Fruit,GPT-3,0.5627841028928919,2.2585322585366738e-64
12340,274,Fruit,GPT-3 Embeddings,0.20395107020888015,1.531267952969839e-08
12341,274,Fruit,GPT-4,0.636396563305509,4.4799950853591735e-87
12342,274,Insects,GPT-3,0.5217999890097164,7.127672464506083e-40
12343,274,Insects,GPT-3 Embeddings,0.32811347755432163,2.5427269892631696e-15
12344,274,Insects,GPT-4,0.5905874013498142,3.399962888482885e-53
12345,274,KitchenUtensils,GPT-3,0.5593914933792868,4.8633625280638126e-68
12346,274,KitchenUtensils,GPT-3 Embeddings,0.46006014163617315,8.970427661538818e-44
12347,274,KitchenUtensils,GPT-4,0.7485635772463054,1.0772365056454992e-146
12348,274,Mammals,GPT-3,0.7067990573431951,1.9466223874752002e-87
12349,274,Mammals,GPT-3 Embeddings,0.6189604527611912,1.4134505008234067e-61
12350,274,Mammals,GPT-4,0.7173120348581963,3.440377567351779e-91
12351,274,MusicalInstruments,GPT-3,0.4735475725476917,3.3738489663117604e-27
12352,274,MusicalInstruments,GPT-3 Embeddings,0.22291754335532873,1.3018028006678914e-06
12353,274,MusicalInstruments,GPT-4,0.6950123491348018,6.6375871410870564e-68
12354,274,Professions,GPT-3,0.575656320525785,3.3928529271083125e-63
12355,274,Professions,GPT-3 Embeddings,0.4331165256012642,1.8253543384862575e-33
12356,274,Professions,GPT-4,0.6976717222671162,1.783629206275925e-103
12357,274,Reptiles,GPT-3,0.42213536134574164,9.561786449036526e-12
12358,274,Reptiles,GPT-3 Embeddings,0.6047064175050687,3.1903261674250595e-25
12359,274,Reptiles,GPT-4,0.6397425548210168,6.532370259328823e-29
12360,274,Sports,GPT-3,0.5833054591152814,5.514332217527208e-56
12361,274,Sports,GPT-3 Embeddings,0.2770124491050154,4.955143309820131e-12
12362,274,Sports,GPT-4,0.6583969276695446,8.013915305916056e-76
12363,274,Tools,GPT-3,0.41031864036691895,1.735184011255244e-18
12364,274,Tools,GPT-3 Embeddings,0.1804812027319552,0.00020055275776848118
12365,274,Tools,GPT-4,0.6793477907064691,3.7441432084507146e-58
12366,274,Vegetables,GPT-3,0.3308411118921814,8.61129452042682e-17
12367,274,Vegetables,GPT-3 Embeddings,0.1902157261827928,2.698767885698328e-06
12368,274,Vegetables,GPT-4,0.5013366929092592,1.6692309774960425e-39
12369,274,Vehicles,GPT-3,0.8303708374790014,8.371961480600792e-142
12370,274,Vehicles,GPT-3 Embeddings,0.5460182770148991,3.251578055755528e-44
12371,274,Vehicles,GPT-4,0.8508953483120327,6.941867515515395e-156
12372,274,Weapons,GPT-3,0.7102053978493396,9.617999671635265e-43
12373,274,Weapons,GPT-3 Embeddings,0.3389611042665067,1.1041480219748496e-08
12374,274,Weapons,GPT-4,0.8829724328122065,5.257430359970308e-90
12375,275,Birds,GPT-3,0.5411814072071425,2.5550580880217605e-43
12376,275,Birds,GPT-3 Embeddings,0.21597295654486995,3.0023544914619514e-07
12377,275,Birds,GPT-4,0.6877549726944872,1.5474273801642148e-78
12378,275,Clothing,GPT-3,0.571435899377694,9.522766839502299e-67
12379,275,Clothing,GPT-3 Embeddings,0.362204432645741,7.493750147566262e-25
12380,275,Clothing,GPT-4,0.6397805742447203,2.8594665725417304e-88
12381,275,Fish,GPT-3,0.5820380171423344,4.1283687930193736e-35
12382,275,Fish,GPT-3 Embeddings,-0.08525895065656727,0.1006165983138792
12383,275,Fish,GPT-4,0.7207074873532353,7.682213194844464e-61
12384,275,Fruit,GPT-3,0.5418598816773493,6.563728815877057e-59
12385,275,Fruit,GPT-3 Embeddings,0.27424568332929716,1.645537793813062e-14
12386,275,Fruit,GPT-4,0.6527050699931416,5.631012033751158e-93
12387,275,Insects,GPT-3,0.4797996897976048,3.986871039020723e-33
12388,275,Insects,GPT-3 Embeddings,0.34251945533297345,1.222098415761133e-16
12389,275,Insects,GPT-4,0.5937669144910273,6.863400312634205e-54
12390,275,KitchenUtensils,GPT-3,0.5523361693226185,4.885987518409009e-66
12391,275,KitchenUtensils,GPT-3 Embeddings,0.4367538209000377,3.782123487016865e-39
12392,275,KitchenUtensils,GPT-4,0.7317570231767403,5.295872107543434e-137
12393,275,Mammals,GPT-3,0.7177960796996845,2.2892871140610437e-91
12394,275,Mammals,GPT-3 Embeddings,0.5669146139832333,8.896500585348098e-50
12395,275,Mammals,GPT-4,0.6800952985305829,1.293639285767656e-78
12396,275,MusicalInstruments,GPT-3,0.5763638415982109,3.000132217440298e-42
12397,275,MusicalInstruments,GPT-3 Embeddings,0.24122291756392436,1.5330325575823714e-07
12398,275,MusicalInstruments,GPT-4,0.7073818661812316,2.5414103847377885e-71
12399,275,Professions,GPT-3,0.6219974090485294,2.1144570242763485e-76
12400,275,Professions,GPT-3 Embeddings,0.40353777643801625,7.123520148360368e-29
12401,275,Professions,GPT-4,0.6662099960121841,2.991746484953042e-91
12402,275,Reptiles,GPT-3,0.4284379756272509,4.34073483246954e-12
12403,275,Reptiles,GPT-3 Embeddings,0.5531200315574142,1.4882432074014986e-20
12404,275,Reptiles,GPT-4,0.5025617613009081,1.0614980502547637e-16
12405,275,Sports,GPT-3,0.5780830418644209,8.583822222319479e-55
12406,275,Sports,GPT-3 Embeddings,0.28702424386067044,7.648130324945692e-13
12407,275,Sports,GPT-4,0.6008963012810769,3.6523640171669385e-60
12408,275,Tools,GPT-3,0.44486879026080284,8.348201599598802e-22
12409,275,Tools,GPT-3 Embeddings,0.13595324013601223,0.00525653483408282
12410,275,Tools,GPT-4,0.6740143250037295,6.100227735715344e-57
12411,275,Vegetables,GPT-3,0.43004897512394413,2.099437394311161e-28
12412,275,Vegetables,GPT-3 Embeddings,0.16087704060853522,7.54977467489902e-05
12413,275,Vegetables,GPT-4,0.44485273689253446,1.6889244958647038e-30
12414,275,Vehicles,GPT-3,0.7754859501762746,6.247085758582928e-112
12415,275,Vehicles,GPT-3 Embeddings,0.4426743092830888,6.816803582277891e-28
12416,275,Vehicles,GPT-4,0.8206704830683653,8.607413729668253e-136
12417,275,Weapons,GPT-3,0.7315384733086266,1.7456095102663418e-46
12418,275,Weapons,GPT-3 Embeddings,0.35809668881461587,1.3702006563315683e-09
12419,275,Weapons,GPT-4,0.8628926023017875,2.1003291951322205e-81
12420,276,Birds,GPT-3,0.48816106672274695,2.1424664424109094e-34
12421,276,Birds,GPT-3 Embeddings,0.18295006479077694,1.5241671904172095e-05
12422,276,Birds,GPT-4,0.6931476227745188,3.0660283951316554e-80
12423,276,Clothing,GPT-3,0.5307956996616839,3.5809277752139917e-56
12424,276,Clothing,GPT-3 Embeddings,0.29574964823349714,9.998784358010709e-17
12425,276,Clothing,GPT-4,0.6038074665350643,2.718175933036824e-76
12426,276,Fish,GPT-3,0.6030243761201088,3.3145530327007426e-38
12427,276,Fish,GPT-3 Embeddings,-0.011716916985227508,0.821796541446341
12428,276,Fish,GPT-4,0.7093719762676622,3.6118469036820665e-58
12429,276,Fruit,GPT-3,0.5387422613483976,3.968579103007164e-58
12430,276,Fruit,GPT-3 Embeddings,0.23291630105237132,8.997014508101852e-11
12431,276,Fruit,GPT-4,0.6583761359487245,4.09323097872836e-95
12432,276,Insects,GPT-3,0.5911879940272231,2.516492062748483e-53
12433,276,Insects,GPT-3 Embeddings,0.2919317910865076,2.6287340514542568e-12
12434,276,Insects,GPT-4,0.6237807267185189,7.52694827221555e-61
12435,276,KitchenUtensils,GPT-3,0.5122160146722415,1.630701778170198e-55
12436,276,KitchenUtensils,GPT-3 Embeddings,0.4309104974415008,4.808887746080549e-38
12437,276,KitchenUtensils,GPT-4,0.7569623549316497,7.846454587018314e-152
12438,276,Mammals,GPT-3,0.6735419747836816,1.3647765675719503e-76
12439,276,Mammals,GPT-3 Embeddings,0.5815626224677581,6.951673618763731e-53
12440,276,Mammals,GPT-4,0.7067708724656527,1.991214277611222e-87
12441,276,MusicalInstruments,GPT-3,0.5852700156098434,8.146656635628802e-44
12442,276,MusicalInstruments,GPT-3 Embeddings,0.27523085540424247,1.7831440916666326e-09
12443,276,MusicalInstruments,GPT-4,0.7182745466840144,1.7556783732407693e-74
12444,276,Professions,GPT-3,0.6047994335745461,3.0197479004398814e-71
12445,276,Professions,GPT-3 Embeddings,0.37748556613973216,3.3998353476282604e-25
12446,276,Professions,GPT-4,0.6483111155519201,6.107221470403022e-85
12447,276,Reptiles,GPT-3,0.48258158125299694,2.4027613219955394e-15
12448,276,Reptiles,GPT-3 Embeddings,0.5848473720132258,2.5105697658922876e-23
12449,276,Reptiles,GPT-4,0.4166906038771198,1.8670374956511472e-11
12450,276,Sports,GPT-3,0.5364368440659306,5.2069020014359234e-46
12451,276,Sports,GPT-3 Embeddings,0.28002559765250196,2.846168092502797e-12
12452,276,Sports,GPT-4,0.6542145010936173,1.4418068943372898e-74
12453,276,Tools,GPT-3,0.39605059636326145,3.1725498163033674e-17
12454,276,Tools,GPT-3 Embeddings,0.13622106031432557,0.005167104583861973
12455,276,Tools,GPT-4,0.6979762409759038,1.3504164520990124e-62
12456,276,Vegetables,GPT-3,0.39649640977389217,5.029859254364302e-24
12457,276,Vegetables,GPT-3 Embeddings,0.16766002012811232,3.6672468037625486e-05
12458,276,Vegetables,GPT-4,0.4730114622357151,8.876494574309732e-35
12459,276,Vehicles,GPT-3,0.782357941232484,3.4716833110150774e-115
12460,276,Vehicles,GPT-3 Embeddings,0.5043167495949747,5.971083434173843e-37
12461,276,Vehicles,GPT-4,0.8311469073201587,2.6631099131241473e-142
12462,276,Weapons,GPT-3,0.6807363098783756,4.2230516225305307e-38
12463,276,Weapons,GPT-3 Embeddings,0.4631568075312494,9.216603214080564e-16
12464,276,Weapons,GPT-4,0.8857213044550509,2.636710870998302e-91
12465,277,Birds,GPT-3,0.5316683040546483,1.3380500054409134e-41
12466,277,Birds,GPT-3 Embeddings,0.21499901885694184,3.403026322134205e-07
12467,277,Birds,GPT-4,0.7016696081515195,5.2134462810348635e-83
12468,277,Clothing,GPT-3,0.5350675791612501,3.2308372286628476e-57
12469,277,Clothing,GPT-3 Embeddings,0.3030196675001949,1.6098497821702215e-17
12470,277,Clothing,GPT-4,0.6439803222224296,8.956815972388601e-90
12471,277,Fish,GPT-3,0.5528203301037049,3.706390753378532e-31
12472,277,Fish,GPT-3 Embeddings,-0.059506424744551666,0.25226277397534347
12473,277,Fish,GPT-4,0.7090026011651276,4.391765546430146e-58
12474,277,Fruit,GPT-3,0.5324100089533198,1.448685658464443e-56
12475,277,Fruit,GPT-3 Embeddings,0.22187710285490353,6.93555523510376e-10
12476,277,Fruit,GPT-4,0.6392159434922622,4.5364622267356814e-88
12477,277,Insects,GPT-3,0.5565956620689262,3.1813988546634315e-46
12478,277,Insects,GPT-3 Embeddings,0.2885874574676607,4.761638917492701e-12
12479,277,Insects,GPT-4,0.5529172571222167,1.6202933589561576e-45
12480,277,KitchenUtensils,GPT-3,0.5732435612506875,4.10616775039627e-72
12481,277,KitchenUtensils,GPT-3 Embeddings,0.4478898909246144,2.5857502757200293e-41
12482,277,KitchenUtensils,GPT-4,0.7447685980589539,1.9375389431501187e-144
12483,277,Mammals,GPT-3,0.7146760727189753,3.1152897139274856e-90
12484,277,Mammals,GPT-3 Embeddings,0.5994337503411366,6.782952648098508e-57
12485,277,Mammals,GPT-4,0.7116108667049561,3.9140634277258164e-89
12486,277,MusicalInstruments,GPT-3,0.5620925273807348,7.744632357941999e-40
12487,277,MusicalInstruments,GPT-3 Embeddings,0.21096408807058123,4.789718980630593e-06
12488,277,MusicalInstruments,GPT-4,0.6757286002822359,6.535467898013078e-63
12489,277,Professions,GPT-3,0.6215688751237369,2.8678503557477494e-76
12490,277,Professions,GPT-3 Embeddings,0.39005938334482987,6.266733570071992e-27
12491,277,Professions,GPT-4,0.6736973415115081,5.060207109062575e-94
12492,277,Reptiles,GPT-3,0.49587971194351355,3.08234381625943e-16
12493,277,Reptiles,GPT-3 Embeddings,0.5330177006178565,6.058155225300194e-19
12494,277,Reptiles,GPT-4,0.4335681372921688,2.2547453656339034e-12
12495,277,Sports,GPT-3,0.6144085595582269,1.485508436766776e-63
12496,277,Sports,GPT-3 Embeddings,0.29707424108584823,1.0858632251977554e-13
12497,277,Sports,GPT-4,0.6744031419995803,8.1125130777676705e-81
12498,277,Tools,GPT-3,0.36360481498301384,1.4214833582991585e-14
12499,277,Tools,GPT-3 Embeddings,0.12468341265546104,0.010539062956414758
12500,277,Tools,GPT-4,0.6623311216751662,2.255771462237676e-54
12501,277,Vegetables,GPT-3,0.4407690450835949,6.542306735187397e-30
12502,277,Vegetables,GPT-3 Embeddings,0.22814651587378545,1.5907976991061465e-08
12503,277,Vegetables,GPT-4,0.5378073542925264,2.7975933236023714e-46
12504,277,Vehicles,GPT-3,0.7720830411122266,2.3177219463105858e-110
